"","month","day","year","treatment","species","testes"
"2755",6,4,2016,"exclosure","PP","S"
"2756",6,4,2016,"exclosure","PF","S"
"2757",6,4,2016,"exclosure","PP","S"
"2758",6,4,2016,"exclosure","PP","S"
"2759",6,4,2016,"exclosure","PP","S"
"2760",6,4,2016,"exclosure","PP","S"
"2761",6,4,2016,"exclosure","PP","S"
"2762",6,4,2016,"exclosure","PP","S"
"2763",6,4,2016,"exclosure","PB","S"
"2764",6,4,2016,"exclosure","PP","S"
"2765",6,4,2016,"exclosure","PP","S"
"2766",6,4,2016,"exclosure","PP","S"
"2767",6,5,2016,"exclosure","PF","S"
"2768",6,5,2016,"exclosure","PF","S"
"2769",6,5,2016,"exclosure","PP","S"
"2770",6,5,2016,"exclosure","PP","S"
"2771",6,5,2016,"exclosure","PP","S"
"2772",6,5,2016,"exclosure","PP","S"
"2773",6,5,2016,"exclosure","PP","S"
"2774",6,5,2016,"exclosure","PP","S"
"2775",6,5,2016,"exclosure","PP","S"
"2776",6,5,2016,"exclosure","PP","S"
"2777",6,5,2016,"exclosure","PP","S"
"2778",6,5,2016,"exclosure","PP","S"
"2779",7,2,2016,"exclosure","PP","M"
"2780",7,2,2016,"exclosure","PP","S"
"2781",7,2,2016,"exclosure","PP","M"
"2782",7,2,2016,"exclosure","PP","S"
"2783",7,3,2016,"exclosure","PP","S"
"2784",7,3,2016,"exclosure","PP","S"
"2785",7,3,2016,"exclosure","PP","S"
"2786",7,3,2016,"exclosure","PF","S"
"2787",7,3,2016,"exclosure","PF","S"
"2788",7,3,2016,"exclosure","PP","S"
"2789",7,3,2016,"exclosure","PF","M"
"2790",7,3,2016,"exclosure","PP","S"
"2791",7,3,2016,"exclosure","PP","S"
"2792",7,3,2016,"exclosure","PP","S"
"2793",8,6,2016,"exclosure","PP","S"
"2794",8,6,2016,"exclosure","PB","S"
"2795",8,6,2016,"exclosure","PP","S"
"2796",8,6,2016,"exclosure","PP","S"
"2797",8,7,2016,"exclosure","PP","S"
"2798",8,7,2016,"exclosure","PP","S"
"2799",8,7,2016,"exclosure","PP","S"
"2800",8,7,2016,"exclosure","PP","S"
"2801",8,7,2016,"exclosure","PP","S"
"2802",8,7,2016,"exclosure","PP","S"
"2803",9,3,2016,"exclosure","PP","S"
"2804",9,3,2016,"exclosure","PF","S"
"2805",9,3,2016,"exclosure","PB","S"
"2806",9,4,2016,"exclosure","PP","M"
"2807",9,4,2016,"exclosure","PP","M"
"2808",10,1,2016,"exclosure","PP","R"
"2809",10,2,2016,"exclosure","PP","R"
"2810",11,5,2016,"exclosure","PB","S"
"2811",1,7,2017,"exclosure","RM","S"
"2812",2,26,2017,"exclosure","PB","M"
"2813",3,28,2017,"exclosure","PP","S"
"2814",3,28,2017,"exclosure","PP","S"
"2815",3,28,2017,"exclosure","PP","S"
"2816",3,28,2017,"exclosure","PP","S"
"2817",3,28,2017,"exclosure","PE","R"
"2818",3,28,2017,"exclosure","PM","M"
"2819",3,29,2017,"exclosure","PP","S"
"2820",3,29,2017,"exclosure","PP","S"
"2821",3,28,2017,"exclosure","PP","S"
"2822",3,28,2017,"exclosure","PP","S"
"2823",3,29,2017,"exclosure","PP","M"
"2824",3,29,2017,"exclosure","PP","M"
"2825",3,29,2017,"exclosure","PP","S"
"2826",3,29,2017,"exclosure","PM","M"
"2827",3,29,2017,"exclosure","PP","S"
"2828",3,29,2017,"exclosure","PP","M"
"2829",3,29,2017,"exclosure","PB","M"
"2830",3,29,2017,"exclosure","PP","S"
"2831",3,29,2017,"exclosure","PP","M"
"2832",3,29,2017,"exclosure","PP","M"
"2833",3,29,2017,"exclosure","PP","S"
"2834",4,29,2017,"exclosure","PP","S"
"2835",4,29,2017,"exclosure","PP","S"
"2836",4,29,2017,"exclosure","PP","S"
"2837",4,29,2017,"exclosure","PP","S"
"2838",4,29,2017,"exclosure","PP","S"
"2839",4,29,2017,"exclosure","PP","S"
"2840",4,29,2017,"exclosure","PP","S"
"2841",4,29,2017,"exclosure","PB","S"
"2842",4,29,2017,"exclosure","PP","S"
"2843",4,29,2017,"exclosure","PP","S"
"2844",4,29,2017,"exclosure","PP","S"
"2845",4,29,2017,"exclosure","PP","S"
"2846",4,30,2017,"exclosure","PP","S"
"2847",4,30,2017,"exclosure","PP","S"
"2848",4,30,2017,"exclosure","PP","S"
"2849",4,30,2017,"exclosure","PP","S"
"2850",4,30,2017,"exclosure","PP","S"
"2851",4,30,2017,"exclosure","PP","S"
"2852",4,30,2017,"exclosure","PP","S"
"2853",4,30,2017,"exclosure","PP","S"
"2854",4,30,2017,"exclosure","PP","S"
"2855",4,30,2017,"exclosure","PP","S"
"2856",5,27,2017,"exclosure","PP","S"
"2857",5,27,2017,"exclosure","PE","S"
"2858",5,27,2017,"exclosure","PP","S"
"2859",5,27,2017,"exclosure","PP","S"
"2860",5,27,2017,"exclosure","PP","S"
"2861",5,27,2017,"exclosure","PP","M"
"2862",5,27,2017,"exclosure","PP","S"
"2863",5,27,2017,"exclosure","PP","S"
"2864",5,27,2017,"exclosure","PP","S"
"2865",5,27,2017,"exclosure","PB","S"
"2866",5,27,2017,"exclosure","PB","S"
"2867",5,27,2017,"exclosure","PP","S"
"2868",5,27,2017,"exclosure","PP","S"
"2869",5,27,2017,"exclosure","PP","S"
"2870",5,27,2017,"exclosure","PP","S"
"2871",5,27,2017,"exclosure","PP","S"
"2872",5,28,2017,"exclosure","PP","M"
"2873",5,28,2017,"exclosure","PB","R"
"2874",5,28,2017,"exclosure","PP","M"
"2875",5,28,2017,"exclosure","PP","S"
"2876",5,28,2017,"exclosure","PP","S"
"2877",5,28,2017,"exclosure","PP","S"
"2878",5,28,2017,"exclosure","PP","S"
"2879",5,28,2017,"exclosure","PP","S"
"2880",5,28,2017,"exclosure","PP","S"
"2881",5,28,2017,"exclosure","PP","S"
"2882",5,28,2017,"exclosure","PE","M"
"2883",5,28,2017,"exclosure","PP","S"
"2884",5,28,2017,"exclosure","PP","S"
"2885",5,28,2017,"exclosure","PP","S"
"2886",6,24,2017,"exclosure","PP","M"
"2887",6,24,2017,"exclosure","PP","M"
"2888",6,24,2017,"exclosure","PP","R"
"2889",6,24,2017,"exclosure","PP","S"
"2890",6,24,2017,"exclosure","PB","R"
"2891",6,24,2017,"exclosure","PP","R"
"2892",6,24,2017,"exclosure","PP","S"
"2893",6,24,2017,"exclosure","PP","S"
"2894",6,24,2017,"exclosure","PP","M"
"2895",6,24,2017,"exclosure","PP","S"
"2896",6,25,2017,"exclosure","PP","S"
"2897",6,25,2017,"exclosure","PP","R"
"2898",6,25,2017,"exclosure","PP","S"
"2899",6,25,2017,"exclosure","PP","S"
"2900",7,22,2017,"exclosure","PP","S"
"2901",7,22,2017,"exclosure","PP","S"
"2902",8,20,2017,"exclosure","PE","M"
"2903",9,14,2017,"exclosure","PB","S"
"2904",9,15,2017,"exclosure","PP","M"
"2905",2,17,2018,"exclosure","PP","R"
"2906",3,24,2018,"exclosure","PP","S"
"2907",3,24,2018,"exclosure","PB","S"
"2908",3,24,2018,"exclosure","PP","M"
"2909",3,24,2018,"exclosure","PP","M"
"2910",3,25,2018,"exclosure","PP","M"
"2911",3,25,2018,"exclosure","PP","M"
"2912",4,14,2018,"exclosure","PP","M"
"2913",4,14,2018,"exclosure","PP","R"
"2914",4,14,2018,"exclosure","PP","M"
"2915",4,15,2018,"exclosure","PP","S"
"2916",4,15,2018,"exclosure","PP","M"
"2917",4,15,2018,"exclosure","PP","R"
"2918",4,15,2018,"exclosure","PP","R"
"2919",5,19,2018,"exclosure","PP","M"
"2920",5,19,2018,"exclosure","PP","S"
"2921",5,19,2018,"exclosure","PP","R"
"2922",5,19,2018,"exclosure","PP","S"
"2923",5,19,2018,"exclosure","PP","S"
"2924",5,19,2018,"exclosure","PP","S"
"2925",5,19,2018,"exclosure","PP","S"
"2926",5,19,2018,"exclosure","PP","R"
"2927",5,19,2018,"exclosure","PP","R"
"2928",5,19,2018,"exclosure","PB","S"
"2929",5,19,2018,"exclosure","PP","S"
"2930",5,19,2018,"exclosure","PP","R"
"2931",5,20,2018,"exclosure","PP","M"
"2932",5,20,2018,"exclosure","PP","M"
"2933",5,20,2018,"exclosure","PP","S"
"2934",5,20,2018,"exclosure","PP","M"
"2935",5,20,2018,"exclosure","PP","S"
"2936",5,20,2018,"exclosure","PP","S"
"2937",6,9,2018,"exclosure","PP","S"
"2938",6,9,2018,"exclosure","PP","S"
"2939",6,9,2018,"exclosure","PP","M"
"2940",6,9,2018,"exclosure","PP","S"
"2941",6,9,2018,"exclosure","PP","S"
"2942",6,9,2018,"exclosure","PB","M"
"2943",6,9,2018,"exclosure","PP","S"
"2944",6,9,2018,"exclosure","PP","M"
"2945",6,9,2018,"exclosure","PP","M"
"2946",6,9,2018,"exclosure","PP","M"
"2947",6,10,2018,"exclosure","PP","M"
"2948",6,10,2018,"exclosure","PP","S"
"2949",6,10,2018,"exclosure","PP","S"
"2950",6,10,2018,"exclosure","PP","S"
"2951",7,14,2018,"exclosure","PP","S"
"2952",7,14,2018,"exclosure","PP","S"
"2953",7,14,2018,"exclosure","PE","M"
"2954",7,14,2018,"exclosure","PP","S"
"2955",7,14,2018,"exclosure","PB","M"
"2956",7,14,2018,"exclosure","PB","S"
"2957",7,15,2018,"exclosure","PP","S"
"2958",7,15,2018,"exclosure","PP","S"
"2959",7,15,2018,"exclosure","PP","S"
"2960",7,15,2018,"exclosure","PP","S"
"2961",7,15,2018,"exclosure","PP","S"
"2962",7,15,2018,"exclosure","PP","S"
"2963",7,15,2018,"exclosure","PP","S"
"2964",8,12,2018,"exclosure","PP","M"
"2965",8,13,2018,"exclosure","PP","S"
"2966",8,13,2018,"exclosure","PE","M"
"2967",9,4,2018,"exclosure","PP","M"
"2968",9,4,2018,"exclosure","PB","S"
"2969",9,5,2018,"exclosure","PP","R"
"2970",9,5,2018,"exclosure","PP","R"
"2971",10,6,2018,"exclosure","PB","M"
"2972",2,3,2019,"exclosure","PE","R"
"2973",3,1,2019,"exclosure","PB","R"
"2974",3,2,2019,"exclosure","PP","R"
"2975",4,2,2019,"exclosure","PB","S"
"2976",4,3,2019,"exclosure","PE","R"
"2977",4,3,2019,"exclosure","PP","M"
"2978",4,3,2019,"exclosure","PP","M"
"2979",4,3,2019,"exclosure","PP","R"
"2980",4,3,2019,"exclosure","PP","M"
"2981",4,3,2019,"exclosure","PP","R"
"2982",4,3,2019,"exclosure","PP","M"
"2983",4,3,2019,"exclosure","PP","M"
"2984",4,3,2019,"exclosure","PP","S"
"2985",4,3,2019,"exclosure","PP","M"
"2986",5,5,2019,"exclosure","PP","M"
"2987",5,5,2019,"exclosure","PP","S"
"2988",5,5,2019,"exclosure","PP","M"
"2989",5,5,2019,"exclosure","PP","M"
"2990",5,5,2019,"exclosure","PP","S"
"2991",5,5,2019,"exclosure","PP","S"
"2992",5,5,2019,"exclosure","PE","M"
"2993",5,5,2019,"exclosure","PP","S"
"2994",5,5,2019,"exclosure","PP","S"
"2995",6,8,2019,"exclosure","PP","M"
"2996",6,8,2019,"exclosure","PP","S"
"2997",6,8,2019,"exclosure","PP","S"
"2998",6,8,2019,"exclosure","PP","M"
"2999",6,9,2019,"exclosure","PP","M"
"3000",6,9,2019,"exclosure","PP","S"
"3001",6,9,2019,"exclosure","PP","M"
"3002",7,7,2019,"exclosure","PP","S"
"3003",8,4,2019,"exclosure","PP","S"
"3004",8,4,2019,"exclosure","PP","S"
"3005",9,4,2019,"exclosure","PF","S"
"3006",9,5,2019,"exclosure","PP","M"
"3007",9,29,2019,"exclosure","PP","R"
"3008",10,26,2019,"exclosure","PF","S"
