"","month","day","year","treatment","species","testes"
"2148",4,3,2011,"exclosure","PP","R"
"2149",4,3,2011,"exclosure","PP","M"
"2150",5,7,2011,"exclosure","PP","M"
"2151",5,7,2011,"exclosure","PP","R"
"2152",5,7,2011,"exclosure","PP","M"
"2153",5,7,2011,"exclosure","PP","M"
"2154",5,7,2011,"exclosure","PP","M"
"2155",5,7,2011,"exclosure","PP","S"
"2156",5,8,2011,"exclosure","PP","R"
"2157",5,26,2011,"exclosure","PP","S"
"2158",5,26,2011,"exclosure","PP","S"
"2159",5,26,2011,"exclosure","PP","R"
"2160",5,26,2011,"exclosure","PP","S"
"2161",5,26,2011,"exclosure","PP","S"
"2162",5,26,2011,"exclosure","PP","R"
"2163",5,26,2011,"exclosure","PP","S"
"2164",5,26,2011,"exclosure","PP","S"
"2165",5,26,2011,"exclosure","PP","S"
"2166",5,26,2011,"exclosure","PP","R"
"2167",5,26,2011,"exclosure","PB","S"
"2168",5,26,2011,"exclosure","PP","S"
"2169",5,26,2011,"exclosure","PP","S"
"2170",5,27,2011,"exclosure","PP","R"
"2171",5,27,2011,"exclosure","PP","R"
"2172",5,27,2011,"exclosure","PP","R"
"2173",5,27,2011,"exclosure","PP","R"
"2174",5,27,2011,"exclosure","PP","S"
"2175",5,27,2011,"exclosure","PP","S"
"2176",5,27,2011,"exclosure","PP","S"
"2177",5,27,2011,"exclosure","PP","S"
"2178",5,27,2011,"exclosure","PP","R"
"2179",5,27,2011,"exclosure","PP","R"
"2180",5,27,2011,"exclosure","PP","S"
"2181",5,27,2011,"exclosure","PP","S"
"2182",7,3,2011,"exclosure","PP","R"
"2183",7,3,2011,"exclosure","PP","R"
"2184",7,3,2011,"exclosure","PP","S"
"2185",7,2,2011,"exclosure","PP","R"
"2186",7,2,2011,"exclosure","PP","R"
"2187",7,2,2011,"exclosure","PP","R"
"2188",7,2,2011,"exclosure","PP","R"
"2189",7,2,2011,"exclosure","PP","R"
"2190",7,2,2011,"exclosure","PP","S"
"2191",7,2,2011,"exclosure","PP","S"
"2192",7,2,2011,"exclosure","PP","S"
"2193",7,2,2011,"exclosure","PP","R"
"2194",7,2,2011,"exclosure","PP","S"
"2195",7,3,2011,"exclosure","PP","R"
"2196",7,3,2011,"exclosure","PP","R"
"2197",7,3,2011,"exclosure","PP","M"
"2198",7,3,2011,"exclosure","PP","M"
"2199",7,3,2011,"exclosure","PP","M"
"2200",7,3,2011,"exclosure","PP","R"
"2201",8,6,2011,"exclosure","PP","R"
"2202",8,6,2011,"exclosure","PP","S"
"2203",8,6,2011,"exclosure","PP","S"
"2204",8,6,2011,"exclosure","PP","R"
"2205",8,6,2011,"exclosure","PP","M"
"2206",8,7,2011,"exclosure","PP","R"
"2207",8,7,2011,"exclosure","PP","S"
"2208",8,7,2011,"exclosure","PP","R"
"2209",8,7,2011,"exclosure","PP","S"
"2210",8,7,2011,"exclosure","PP","M"
"2211",8,7,2011,"exclosure","PP","S"
"2212",8,27,2011,"exclosure","PP","R"
"2213",8,27,2011,"exclosure","PP","M"
"2214",8,27,2011,"exclosure","PP","M"
"2215",8,28,2011,"exclosure","PP","R"
"2216",8,28,2011,"exclosure","PP","R"
"2217",10,1,2011,"exclosure","PP","R"
"2218",10,1,2011,"exclosure","PP","M"
"2219",10,2,2011,"exclosure","PP","M"
"2220",10,2,2011,"exclosure","PP","M"
"2221",10,2,2011,"exclosure","PP","R"
"2222",10,2,2011,"exclosure","PP","M"
"2223",10,23,2011,"exclosure","PE","R"
"2224",1,21,2012,"exclosure","PP","M"
"2225",1,22,2012,"exclosure","PB","M"
"2226",2,19,2012,"exclosure","PP","M"
"2227",2,19,2012,"exclosure","PP","M"
"2228",2,19,2012,"exclosure","PP","S"
"2229",2,19,2012,"exclosure","PB","M"
"2230",2,19,2012,"exclosure","PP","M"
"2231",2,20,2012,"exclosure","PP","M"
"2232",2,20,2012,"exclosure","PB","M"
"2233",2,20,2012,"exclosure","PF","M"
"2234",2,20,2012,"exclosure","PP","M"
"2235",3,12,2012,"exclosure","PP","M"
"2236",3,12,2012,"exclosure","PP","M"
"2237",3,12,2012,"exclosure","PP","M"
"2238",3,12,2012,"exclosure","PP","M"
"2239",3,13,2012,"exclosure","PP","M"
"2240",3,13,2012,"exclosure","PF","M"
"2241",3,13,2012,"exclosure","PP","M"
"2242",3,13,2012,"exclosure","PP","R"
"2243",3,13,2012,"exclosure","PP","M"
"2244",3,13,2012,"exclosure","PF","M"
"2245",3,13,2012,"exclosure","PP","M"
"2246",3,13,2012,"exclosure","PF","M"
"2247",3,13,2012,"exclosure","PB","M"
"2248",3,13,2012,"exclosure","PP","M"
"2249",3,13,2012,"exclosure","PP","M"
"2250",4,21,2012,"exclosure","PP","S"
"2251",4,21,2012,"exclosure","PP","M"
"2252",4,21,2012,"exclosure","PP","M"
"2253",4,21,2012,"exclosure","PP","M"
"2254",4,21,2012,"exclosure","PP","S"
"2255",4,21,2012,"exclosure","PP","M"
"2256",4,21,2012,"exclosure","PP","M"
"2257",4,21,2012,"exclosure","PP","M"
"2258",4,21,2012,"exclosure","PP","S"
"2259",4,21,2012,"exclosure","PP","S"
"2260",4,21,2012,"exclosure","PP","M"
"2261",4,21,2012,"exclosure","PP","M"
"2262",4,21,2012,"exclosure","PB","S"
"2263",4,21,2012,"exclosure","PP","M"
"2264",4,21,2012,"exclosure","PP","S"
"2265",4,22,2012,"exclosure","PP","M"
"2266",4,22,2012,"exclosure","PP","M"
"2267",4,22,2012,"exclosure","PP","M"
"2268",4,22,2012,"exclosure","PF","M"
"2269",4,22,2012,"exclosure","PP","M"
"2270",4,22,2012,"exclosure","PP","M"
"2271",4,22,2012,"exclosure","PP","M"
"2272",4,22,2012,"exclosure","PP","M"
"2273",4,22,2012,"exclosure","PP","M"
"2274",4,22,2012,"exclosure","PP","M"
"2275",4,22,2012,"exclosure","PP","M"
"2276",4,22,2012,"exclosure","PP","M"
"2277",4,22,2012,"exclosure","PP","M"
"2278",4,22,2012,"exclosure","PP","M"
"2279",4,22,2012,"exclosure","PP","M"
"2280",4,22,2012,"exclosure","PP","M"
"2281",4,22,2012,"exclosure","PP","S"
"2282",4,22,2012,"exclosure","PP","S"
"2283",4,22,2012,"exclosure","PP","S"
"2284",4,22,2012,"exclosure","PP","S"
"2285",4,22,2012,"exclosure","PP","S"
"2286",4,22,2012,"exclosure","PP","M"
"2287",4,22,2012,"exclosure","PP","M"
"2288",5,26,2012,"exclosure","PP","R"
"2289",5,26,2012,"exclosure","PP","S"
"2290",5,26,2012,"exclosure","PP","R"
"2291",5,26,2012,"exclosure","PP","R"
"2292",5,26,2012,"exclosure","PP","R"
"2293",5,26,2012,"exclosure","PP","R"
"2294",5,26,2012,"exclosure","PP","S"
"2295",5,26,2012,"exclosure","PP","S"
"2296",5,26,2012,"exclosure","PP","R"
"2297",5,27,2012,"exclosure","PP","R"
"2298",5,27,2012,"exclosure","PP","R"
"2299",5,27,2012,"exclosure","PB","M"
"2300",5,27,2012,"exclosure","PP","S"
"2301",5,27,2012,"exclosure","PP","R"
"2302",6,16,2012,"exclosure","PP","S"
"2303",6,16,2012,"exclosure","PF","M"
"2304",6,16,2012,"exclosure","PF","S"
"2305",6,16,2012,"exclosure","PP","S"
"2306",6,16,2012,"exclosure","PP","S"
"2307",6,16,2012,"exclosure","PP","S"
"2308",6,16,2012,"exclosure","PP","S"
"2309",6,17,2012,"exclosure","PF","M"
"2310",6,17,2012,"exclosure","PP","M"
"2311",6,17,2012,"exclosure","PP","S"
"2312",7,28,2012,"exclosure","PP","M"
"2313",7,28,2012,"exclosure","PP","S"
"2314",7,28,2012,"exclosure","PB","S"
"2315",7,28,2012,"exclosure","PP","M"
"2316",7,28,2012,"exclosure","PB","M"
"2317",7,29,2012,"exclosure","PP","M"
"2318",7,29,2012,"exclosure","PP","M"
"2319",7,29,2012,"exclosure","PP","S"
"2320",7,29,2012,"exclosure","PB","S"
"2321",7,29,2012,"exclosure","PB","M"
"2322",7,29,2012,"exclosure","PP","S"
"2323",7,29,2012,"exclosure","PB","M"
"2324",8,18,2012,"exclosure","PE","R"
"2325",8,19,2012,"exclosure","PB","M"
"2326",8,19,2012,"exclosure","PP","R"
"2327",8,19,2012,"exclosure","PB","R"
"2328",8,19,2012,"exclosure","PB","M"
"2329",8,19,2012,"exclosure","PP","R"
"2330",9,15,2012,"exclosure","PB","R"
"2331",9,16,2012,"exclosure","PB","R"
"2332",10,14,2012,"exclosure","PB","R"
"2333",11,10,2012,"exclosure","PB","M"
"2334",2,16,2013,"exclosure","PB","M"
"2335",3,13,2013,"exclosure","PB","R"
"2336",3,13,2013,"exclosure","PB","R"
"2337",3,13,2013,"exclosure","PP","M"
"2338",3,13,2013,"exclosure","PF","M"
"2339",3,14,2013,"exclosure","PP","R"
"2340",3,14,2013,"exclosure","PP","R"
"2341",3,14,2013,"exclosure","PP","S"
"2342",3,14,2013,"exclosure","PF","M"
"2343",3,14,2013,"exclosure","PP","R"
"2344",3,14,2013,"exclosure","PP","R"
"2345",4,13,2013,"exclosure","PP","S"
"2346",4,13,2013,"exclosure","PP","R"
"2347",4,13,2013,"exclosure","PP","S"
"2348",4,13,2013,"exclosure","PP","S"
"2349",4,13,2013,"exclosure","PP","R"
"2350",4,13,2013,"exclosure","PP","S"
"2351",4,13,2013,"exclosure","PP","M"
"2352",4,13,2013,"exclosure","PP","S"
"2353",4,13,2013,"exclosure","PB","S"
"2354",4,13,2013,"exclosure","PP","S"
"2355",4,13,2013,"exclosure","PB","R"
"2356",4,14,2013,"exclosure","PP","M"
"2357",4,14,2013,"exclosure","PP","S"
"2358",4,14,2013,"exclosure","PP","S"
"2359",4,14,2013,"exclosure","PP","R"
"2360",4,14,2013,"exclosure","PP","M"
"2361",4,14,2013,"exclosure","PP","R"
"2362",4,14,2013,"exclosure","PF","S"
"2363",4,14,2013,"exclosure","PF","S"
"2364",4,14,2013,"exclosure","PP","S"
"2365",4,14,2013,"exclosure","PP","S"
"2366",4,14,2013,"exclosure","PP","S"
"2367",4,14,2013,"exclosure","PP","S"
"2368",4,14,2013,"exclosure","PP","R"
"2369",4,14,2013,"exclosure","PP","S"
"2370",5,11,2013,"exclosure","PF","S"
"2371",5,11,2013,"exclosure","PP","S"
"2372",5,11,2013,"exclosure","PF","S"
"2373",5,11,2013,"exclosure","PP","S"
"2374",5,11,2013,"exclosure","PP","S"
"2375",5,11,2013,"exclosure","PP","R"
"2376",5,12,2013,"exclosure","PP","S"
"2377",5,12,2013,"exclosure","PP","S"
"2378",5,12,2013,"exclosure","PP","R"
"2379",5,12,2013,"exclosure","PP","S"
"2380",5,12,2013,"exclosure","PP","R"
"2381",5,12,2013,"exclosure","PP","S"
"2382",5,12,2013,"exclosure","PP","S"
"2383",5,12,2013,"exclosure","PB","S"
"2384",5,12,2013,"exclosure","PP","M"
"2385",5,12,2013,"exclosure","PP","S"
"2386",5,12,2013,"exclosure","PP","S"
"2387",5,12,2013,"exclosure","PP","S"
"2388",7,6,2013,"exclosure","PP","M"
"2389",7,6,2013,"exclosure","PB","M"
"2390",7,6,2013,"exclosure","PB","M"
"2391",7,6,2013,"exclosure","PB","M"
"2392",7,6,2013,"exclosure","PP","R"
"2393",7,6,2013,"exclosure","PF","S"
"2394",7,7,2013,"exclosure","PP","R"
"2395",7,7,2013,"exclosure","PP","S"
"2396",7,7,2013,"exclosure","PF","S"
"2397",7,7,2013,"exclosure","PB","S"
"2398",7,7,2013,"exclosure","PB","M"
"2399",7,7,2013,"exclosure","PP","S"
"2400",7,7,2013,"exclosure","PP","S"
"2401",7,7,2013,"exclosure","PF","S"
"2402",9,15,2013,"exclosure","PB","S"
"2403",9,14,2013,"exclosure","PE","R"
"2404",9,14,2013,"exclosure","PB","S"
"2405",9,14,2013,"exclosure","PB","S"
"2406",9,15,2013,"exclosure","PB","R"
"2407",9,15,2013,"exclosure","PP","M"
"2408",2,1,2014,"exclosure","PP","S"
"2409",3,1,2014,"exclosure","PF","S"
"2410",3,1,2014,"exclosure","PP","S"
"2411",3,1,2014,"exclosure","PP","S"
"2412",3,1,2014,"exclosure","PP","S"
"2413",3,1,2014,"exclosure","PB","S"
"2414",3,1,2014,"exclosure","PP","S"
"2415",3,1,2014,"exclosure","PP","S"
"2416",3,1,2014,"exclosure","PB","S"
"2417",3,2,2014,"exclosure","PP","S"
"2418",3,2,2014,"exclosure","PP","S"
"2419",3,2,2014,"exclosure","PP","S"
"2420",3,29,2014,"exclosure","PP","S"
"2421",3,29,2014,"exclosure","PP","S"
"2422",3,29,2014,"exclosure","PP","S"
"2423",3,29,2014,"exclosure","PP","S"
"2424",3,29,2014,"exclosure","PP","S"
"2425",3,29,2014,"exclosure","PP","S"
"2426",3,29,2014,"exclosure","PP","S"
"2427",3,29,2014,"exclosure","PF","S"
"2428",3,29,2014,"exclosure","PP","S"
"2429",3,29,2014,"exclosure","PP","S"
"2430",3,29,2014,"exclosure","PP","S"
"2431",3,30,2014,"exclosure","PP","S"
"2432",3,30,2014,"exclosure","PP","S"
"2433",3,30,2014,"exclosure","PF","S"
"2434",3,30,2014,"exclosure","PP","S"
"2435",3,30,2014,"exclosure","PP","S"
"2436",3,30,2014,"exclosure","PP","S"
"2437",3,30,2014,"exclosure","PP","M"
"2438",3,30,2014,"exclosure","PP","S"
"2439",3,30,2014,"exclosure","PP","S"
"2440",3,30,2014,"exclosure","PP","S"
"2441",3,30,2014,"exclosure","PP","M"
"2442",3,30,2014,"exclosure","PP","S"
"2443",3,30,2014,"exclosure","PP","M"
"2444",3,30,2014,"exclosure","PP","S"
"2445",3,30,2014,"exclosure","PP","S"
"2446",3,30,2014,"exclosure","PB","M"
"2447",3,30,2014,"exclosure","PP","S"
"2448",3,30,2014,"exclosure","PP","S"
"2449",3,30,2014,"exclosure","PP","M"
"2450",3,30,2014,"exclosure","PP","S"
"2451",3,30,2014,"exclosure","PP","S"
"2452",3,30,2014,"exclosure","PP","S"
"2453",4,26,2014,"exclosure","PP","S"
"2454",4,26,2014,"exclosure","PP","S"
"2455",4,26,2014,"exclosure","PP","S"
"2456",4,26,2014,"exclosure","PE","S"
"2457",4,26,2014,"exclosure","PP","S"
"2458",4,26,2014,"exclosure","PP","S"
"2459",4,26,2014,"exclosure","PP","S"
"2460",4,26,2014,"exclosure","PP","S"
"2461",4,26,2014,"exclosure","PP","S"
"2462",4,26,2014,"exclosure","PB","S"
"2463",4,26,2014,"exclosure","PP","S"
"2464",4,26,2014,"exclosure","PP","S"
"2465",4,26,2014,"exclosure","PB","S"
"2466",4,26,2014,"exclosure","PP","S"
"2467",4,26,2014,"exclosure","PP","S"
"2468",4,26,2014,"exclosure","PP","S"
"2469",4,26,2014,"exclosure","PP","S"
"2470",4,26,2014,"exclosure","PP","S"
"2471",4,26,2014,"exclosure","PP","S"
"2472",4,26,2014,"exclosure","PP","S"
"2473",4,26,2014,"exclosure","PP","S"
"2474",4,26,2014,"exclosure","PP","S"
"2475",4,26,2014,"exclosure","PP","S"
"2476",4,27,2014,"exclosure","PP","S"
"2477",4,27,2014,"exclosure","PP","M"
"2478",4,27,2014,"exclosure","PP","S"
"2479",4,27,2014,"exclosure","PP","S"
"2480",4,27,2014,"exclosure","PP","S"
"2481",4,27,2014,"exclosure","PE","S"
"2482",4,27,2014,"exclosure","PP","S"
"2483",4,27,2014,"exclosure","PP","S"
"2484",4,27,2014,"exclosure","PP","S"
"2485",4,27,2014,"exclosure","PP","S"
"2486",4,27,2014,"exclosure","PB","M"
"2487",4,27,2014,"exclosure","PP","S"
"2488",4,27,2014,"exclosure","PP","S"
"2489",4,27,2014,"exclosure","PP","S"
"2490",4,27,2014,"exclosure","PP","S"
"2491",5,31,2014,"exclosure","PP","S"
"2492",5,31,2014,"exclosure","PP","S"
"2493",5,31,2014,"exclosure","PB","S"
"2494",5,31,2014,"exclosure","PP","S"
"2495",5,31,2014,"exclosure","PP","S"
"2496",5,31,2014,"exclosure","PP","S"
"2497",5,31,2014,"exclosure","PP","S"
"2498",5,31,2014,"exclosure","PP","S"
"2499",6,1,2014,"exclosure","PP","S"
"2500",6,1,2014,"exclosure","PP","S"
"2501",6,1,2014,"exclosure","PP","S"
"2502",6,1,2014,"exclosure","PP","S"
"2503",6,1,2014,"exclosure","PB","S"
"2504",6,1,2014,"exclosure","PP","S"
"2505",6,1,2014,"exclosure","PP","S"
"2506",6,1,2014,"exclosure","PP","S"
"2507",6,28,2014,"exclosure","PB","S"
"2508",6,28,2014,"exclosure","PP","S"
"2509",6,28,2014,"exclosure","PP","S"
"2510",6,29,2014,"exclosure","PP","S"
"2511",6,29,2014,"exclosure","PE","S"
"2512",6,29,2014,"exclosure","PP","S"
"2513",6,29,2014,"exclosure","PP","S"
"2514",6,29,2014,"exclosure","PP","R"
"2515",8,3,2014,"exclosure","PB","S"
"2516",8,30,2014,"exclosure","PB","S"
"2517",8,31,2014,"exclosure","PB","M"
"2518",8,31,2014,"exclosure","PB","S"
"2519",9,27,2014,"exclosure","PB","S"
"2520",10,25,2014,"exclosure","PB","S"
"2521",10,25,2014,"exclosure","PF","S"
"2522",10,26,2014,"exclosure","PB","S"
"2523",12,13,2014,"exclosure","PF","S"
"2524",12,13,2014,"exclosure","PB","S"
"2525",12,13,2014,"exclosure","PB","S"
"2526",12,13,2014,"exclosure","PB","S"
"2527",12,13,2014,"exclosure","PB","S"
"2528",1,17,2015,"exclosure","PB","S"
"2529",1,17,2015,"exclosure","PF","S"
"2530",1,17,2015,"exclosure","PB","S"
"2531",2,21,2015,"exclosure","RM","S"
"2532",2,21,2015,"exclosure","PP","S"
"2533",2,21,2015,"exclosure","RM","M"
"2534",2,21,2015,"exclosure","PB","S"
"2535",2,21,2015,"exclosure","PP","S"
"2536",2,21,2015,"exclosure","PF","S"
"2537",2,21,2015,"exclosure","PB","S"
"2538",2,21,2015,"exclosure","PP","S"
"2539",2,21,2015,"exclosure","PP","S"
"2540",2,21,2015,"exclosure","PP","S"
"2541",2,21,2015,"exclosure","RM","S"
"2542",2,21,2015,"exclosure","PB","S"
"2543",2,21,2015,"exclosure","RM","S"
"2544",2,21,2015,"exclosure","PP","S"
"2545",2,21,2015,"exclosure","PP","S"
"2546",2,22,2015,"exclosure","PP","S"
"2547",2,22,2015,"exclosure","PF","S"
"2548",2,22,2015,"exclosure","PP","S"
"2549",2,22,2015,"exclosure","PP","S"
"2550",2,22,2015,"exclosure","PF","S"
"2551",2,22,2015,"exclosure","RM","S"
"2552",2,22,2015,"exclosure","PE","S"
"2553",2,22,2015,"exclosure","RM","S"
"2554",2,22,2015,"exclosure","PB","S"
"2555",2,22,2015,"exclosure","RM","S"
"2556",2,22,2015,"exclosure","RM","S"
"2557",2,22,2015,"exclosure","PP","S"
"2558",3,26,2015,"exclosure","RM","S"
"2559",3,26,2015,"exclosure","RM","M"
"2560",3,26,2015,"exclosure","PP","S"
"2561",3,26,2015,"exclosure","PP","M"
"2562",3,26,2015,"exclosure","PP","S"
"2563",3,26,2015,"exclosure","PB","S"
"2564",3,26,2015,"exclosure","PB","R"
"2565",3,26,2015,"exclosure","PP","S"
"2566",3,26,2015,"exclosure","PF","S"
"2567",3,27,2015,"exclosure","PP","S"
"2568",3,27,2015,"exclosure","PF","S"
"2569",3,27,2015,"exclosure","PP","S"
"2570",3,27,2015,"exclosure","PP","S"
"2571",3,27,2015,"exclosure","PP","S"
"2572",3,27,2015,"exclosure","RM","S"
"2573",3,27,2015,"exclosure","PP","S"
"2574",3,27,2015,"exclosure","PP","S"
"2575",3,27,2015,"exclosure","PP","S"
"2576",3,27,2015,"exclosure","PP","S"
"2577",3,27,2015,"exclosure","PP","S"
"2578",3,27,2015,"exclosure","PP","S"
"2579",3,26,2015,"exclosure","PP","S"
"2580",3,26,2015,"exclosure","PP","S"
"2581",3,26,2015,"exclosure","PP","S"
"2582",3,26,2015,"exclosure","PB","S"
"2583",3,26,2015,"exclosure","PP","S"
"2584",3,26,2015,"exclosure","PB","S"
"2585",3,26,2015,"exclosure","PP","S"
"2586",3,26,2015,"exclosure","PP","S"
"2587",3,26,2015,"exclosure","RM","S"
"2588",3,26,2015,"exclosure","RM","S"
"2589",3,27,2015,"exclosure","PP","S"
"2590",3,27,2015,"exclosure","PP","S"
"2591",3,27,2015,"exclosure","PP","S"
"2592",3,27,2015,"exclosure","RM","M"
"2593",3,27,2015,"exclosure","PP","S"
"2594",3,27,2015,"exclosure","RM","S"
"2595",3,27,2015,"exclosure","PP","M"
"2596",4,18,2015,"exclosure","RM","S"
"2597",4,18,2015,"exclosure","PP","S"
"2598",4,18,2015,"exclosure","PP","S"
"2599",4,18,2015,"exclosure","PP","S"
"2600",4,18,2015,"exclosure","PP","S"
"2601",4,18,2015,"exclosure","PP","S"
"2602",4,18,2015,"exclosure","PB","M"
"2603",4,18,2015,"exclosure","PP","S"
"2604",4,18,2015,"exclosure","RM","S"
"2605",4,18,2015,"exclosure","RM","S"
"2606",4,18,2015,"exclosure","RM","S"
"2607",4,18,2015,"exclosure","PF","S"
"2608",4,18,2015,"exclosure","PP","S"
"2609",4,18,2015,"exclosure","PF","S"
"2610",4,18,2015,"exclosure","PP","S"
"2611",4,18,2015,"exclosure","PP","S"
"2612",4,18,2015,"exclosure","PB","S"
"2613",4,18,2015,"exclosure","RM","S"
"2614",4,18,2015,"exclosure","PP","S"
"2615",4,18,2015,"exclosure","PP","S"
"2616",4,18,2015,"exclosure","PP","S"
"2617",4,18,2015,"exclosure","RM","S"
"2618",4,19,2015,"exclosure","PB","R"
"2619",4,19,2015,"exclosure","PP","S"
"2620",4,19,2015,"exclosure","PP","S"
"2621",4,19,2015,"exclosure","PB","S"
"2622",4,19,2015,"exclosure","PP","S"
"2623",4,19,2015,"exclosure","PP","S"
"2624",4,19,2015,"exclosure","PP","S"
"2625",4,19,2015,"exclosure","PP","S"
"2626",4,19,2015,"exclosure","PB","S"
"2627",4,19,2015,"exclosure","PP","S"
"2628",4,19,2015,"exclosure","PP","S"
"2629",4,19,2015,"exclosure","PP","S"
"2630",4,19,2015,"exclosure","PP","S"
"2631",4,19,2015,"exclosure","PP","S"
"2632",4,19,2015,"exclosure","PP","S"
"2633",4,19,2015,"exclosure","PP","S"
"2634",4,19,2015,"exclosure","PP","S"
"2635",4,19,2015,"exclosure","PP","S"
"2636",4,19,2015,"exclosure","RM","S"
"2637",4,19,2015,"exclosure","PP","S"
"2638",4,19,2015,"exclosure","PP","S"
"2639",4,19,2015,"exclosure","PP","S"
"2640",4,19,2015,"exclosure","PP","S"
"2641",4,19,2015,"exclosure","PP","S"
"2642",4,19,2015,"exclosure","PP","S"
"2643",5,16,2015,"exclosure","RM","S"
"2644",5,16,2015,"exclosure","PP","S"
"2645",5,16,2015,"exclosure","PP","R"
"2646",5,16,2015,"exclosure","PP","R"
"2647",5,16,2015,"exclosure","PP","S"
"2648",5,16,2015,"exclosure","PB","R"
"2649",5,16,2015,"exclosure","PB","R"
"2650",5,16,2015,"exclosure","PB","R"
"2651",5,16,2015,"exclosure","PP","S"
"2652",5,16,2015,"exclosure","PP","S"
"2653",5,16,2015,"exclosure","PP","S"
"2654",5,16,2015,"exclosure","PP","S"
"2655",5,17,2015,"exclosure","PB","R"
"2656",5,17,2015,"exclosure","PP","S"
"2657",5,17,2015,"exclosure","PP","S"
"2658",5,17,2015,"exclosure","PP","S"
"2659",5,17,2015,"exclosure","PP","S"
"2660",5,17,2015,"exclosure","PP","S"
"2661",5,17,2015,"exclosure","RM","S"
"2662",5,17,2015,"exclosure","PP","S"
"2663",5,17,2015,"exclosure","PP","S"
"2664",5,17,2015,"exclosure","PP","S"
"2665",5,17,2015,"exclosure","PP","S"
"2666",5,16,2015,"exclosure","PP","S"
"2667",5,16,2015,"exclosure","PP","S"
"2668",5,16,2015,"exclosure","PP","S"
"2669",5,16,2015,"exclosure","PP","S"
"2670",5,16,2015,"exclosure","RM","S"
"2671",5,16,2015,"exclosure","PP","S"
"2672",5,16,2015,"exclosure","PP","S"
"2673",5,16,2015,"exclosure","PP","S"
"2674",5,16,2015,"exclosure","PP","S"
"2675",5,16,2015,"exclosure","PP","S"
"2676",5,16,2015,"exclosure","PF","S"
"2677",5,17,2015,"exclosure","PP","S"
"2678",5,17,2015,"exclosure","PF","S"
"2679",5,17,2015,"exclosure","RM","S"
"2680",5,17,2015,"exclosure","PP","S"
"2681",6,13,2015,"exclosure","PP","R"
"2682",6,13,2015,"exclosure","RM","S"
"2683",6,13,2015,"exclosure","PM","S"
"2684",6,13,2015,"exclosure","PP","S"
"2685",6,13,2015,"exclosure","PP","S"
"2686",6,13,2015,"exclosure","PP","S"
"2687",6,13,2015,"exclosure","PP","S"
"2688",6,13,2015,"exclosure","PB","S"
"2689",6,13,2015,"exclosure","PF","S"
"2690",6,13,2015,"exclosure","PF","S"
"2691",6,13,2015,"exclosure","PB","S"
"2692",6,13,2015,"exclosure","PP","S"
"2693",6,13,2015,"exclosure","PE","S"
"2694",6,13,2015,"exclosure","PP","M"
"2695",6,14,2015,"exclosure","PP","S"
"2696",6,14,2015,"exclosure","PE","R"
"2697",6,14,2015,"exclosure","PP","S"
"2698",6,14,2015,"exclosure","PP","R"
"2699",6,14,2015,"exclosure","RM","S"
"2700",7,18,2015,"exclosure","PP","M"
"2701",7,18,2015,"exclosure","PB","S"
"2702",7,18,2015,"exclosure","PF","S"
"2703",7,18,2015,"exclosure","PM","R"
"2704",7,18,2015,"exclosure","PB","S"
"2705",7,19,2015,"exclosure","PP","S"
"2706",7,19,2015,"exclosure","PE","S"
"2707",7,19,2015,"exclosure","PF","S"
"2708",8,22,2015,"exclosure","PF","S"
"2709",8,22,2015,"exclosure","PF","S"
"2710",8,23,2015,"exclosure","PF","S"
"2711",9,12,2015,"exclosure","PP","R"
"2712",9,13,2015,"exclosure","PB","M"
"2713",10,10,2015,"exclosure","RM","S"
"2714",2,13,2016,"exclosure","PB","M"
"2715",3,20,2016,"exclosure","PP","S"
"2716",3,20,2016,"exclosure","PP","S"
"2717",3,20,2016,"exclosure","PP","M"
"2718",3,20,2016,"exclosure","PP","M"
"2719",4,10,2016,"exclosure","PE","R"
"2720",4,10,2016,"exclosure","PP","S"
"2721",4,10,2016,"exclosure","PP","S"
"2722",4,10,2016,"exclosure","PP","S"
"2723",4,10,2016,"exclosure","PP","S"
"2724",4,10,2016,"exclosure","PP","S"
"2725",4,10,2016,"exclosure","PP","S"
"2726",4,10,2016,"exclosure","PP","S"
"2727",4,10,2016,"exclosure","PP","S"
"2728",4,10,2016,"exclosure","PP","S"
"2729",5,7,2016,"exclosure","PP","S"
"2730",5,7,2016,"exclosure","PP","S"
"2731",5,7,2016,"exclosure","PP","S"
"2732",5,7,2016,"exclosure","PP","S"
"2733",5,7,2016,"exclosure","PP","S"
"2734",5,7,2016,"exclosure","PP","S"
"2735",5,7,2016,"exclosure","PB","S"
"2736",5,7,2016,"exclosure","PP","S"
"2737",5,7,2016,"exclosure","PE","S"
"2738",5,8,2016,"exclosure","PP","S"
"2739",5,8,2016,"exclosure","PP","S"
"2740",5,8,2016,"exclosure","PP","S"
"2741",5,8,2016,"exclosure","PP","S"
"2742",5,8,2016,"exclosure","PP","S"
"2743",5,8,2016,"exclosure","PP","S"
"2744",5,8,2016,"exclosure","PP","S"
"2745",5,8,2016,"exclosure","PP","S"
"2746",5,8,2016,"exclosure","PP","S"
"2747",5,8,2016,"exclosure","PP","S"
"2748",5,8,2016,"exclosure","PP","S"
"2749",5,8,2016,"exclosure","PP","S"
"2750",5,8,2016,"exclosure","PP","S"
"2751",5,8,2016,"exclosure","PP","S"
"2752",5,8,2016,"exclosure","PP","S"
"2753",6,4,2016,"exclosure","PP","S"
"2754",6,4,2016,"exclosure","PP","S"
