"","month","day","year","treatment","species","testes"
"2309",6,8,2019,"control","PP","S"
"2310",6,9,2019,"control","PP","S"
"2311",6,9,2019,"control","PP","R"
"2312",6,9,2019,"control","PP","S"
"2313",7,6,2019,"control","PP","S"
"2314",7,7,2019,"control","PP","S"
"2315",7,7,2019,"control","PP","S"
"2316",7,7,2019,"control","PP","M"
"2317",8,3,2019,"control","PP","M"
"2318",8,3,2019,"control","PP","M"
"2319",8,4,2019,"control","PP","S"
"2320",10,27,2019,"control","PP","R"
