"","period","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","note5"
"25977",352,9,9,2007,"control",11,73,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,44,"042E0E",NA,NA
"25978",352,9,9,2007,"control",11,71,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,37,"50403C",NA,NA
"25979",352,9,9,2007,"control",11,77,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,13,"522129","*",NA
"25980",352,9,9,2007,"control",11,61,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,46,"770C57",NA,NA
"25981",352,9,9,2007,"control",8,42,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,18,"6D522C","*",NA
"25983",352,9,9,2007,"control",8,37,"OT","F","Z",NA,NA,NA,NA,NA,NA,21,23,"2F0C51",NA,NA
"25984",352,9,9,2007,"control",8,36,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,28,"132415",NA,NA
"25985",352,9,9,2007,"control",8,41,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,27,"4B4832",NA,NA
"25986",352,9,9,2007,"control",8,61,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,16,"1C1454",NA,NA
"25987",352,9,9,2007,"control",8,65,"DO","M","Z",NA,NA,NA,NA,NA,NA,38,54,"245054",NA,NA
"25988",352,9,9,2007,"control",8,75,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,16,"095D52","*",NA
"25989",352,9,9,2007,"control",8,62,"PP","M",NA,NA,"M",NA,NA,NA,NA,23,20,"1F3837",NA,NA
"25990",352,9,9,2007,"control",8,76,"DO","M","Z",NA,NA,NA,NA,NA,NA,37,51,"68090C",NA,NA
"25991",352,9,9,2007,"control",8,45,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,14,"487E39","*",NA
"25992",352,9,9,2007,"control",8,34,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,49,"49673B",NA,NA
"25993",352,9,9,2007,"control",8,33,"OT","M","Z",NA,NA,NA,NA,NA,NA,21,21,"69217C","*",NA
"25994",352,9,9,2007,"control",8,43,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,27,"3A0627",NA,NA
"25995",352,9,9,2007,"control",8,17,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,16,"70190C",NA,NA
"25996",352,9,9,2007,"control",8,25,"DO","F","Z",NA,NA,NA,NA,NA,NA,33,25,"696623","*",NA
"25997",352,9,9,2007,"control",8,35,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,24,"3F1B15","*",NA
"25998",352,9,9,2007,"control",8,16,"PB","M",NA,NA,"M",NA,NA,NA,NA,27,46,"0D6565",NA,NA
"25999",352,9,9,2007,"control",8,11,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,31,"582C4D",NA,NA
"26000",352,9,9,2007,"control",8,54,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,17,"642A20",NA,NA
"26001",352,9,9,2007,"control",8,12,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,28,"1B237A",NA,NA
"26002",352,9,9,2007,"control",8,13,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,14,"510D2E",NA,NA
"26003",352,9,9,2007,"exclosure",13,73,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,14,"1F2723","*",NA
"26004",352,9,9,2007,"exclosure",13,75,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,31,"7B092B","*",NA
"26005",352,9,9,2007,"exclosure",13,74,"PB","F","Z",NA,NA,NA,NA,NA,NA,28,29,"4C3C4A",NA,NA
"26006",352,9,9,2007,"exclosure",13,33,"PB","M","Z",NA,NA,NA,NA,NA,NA,28,35,"48015D",NA,NA
"26007",352,9,9,2007,"exclosure",13,35,"OT","M",NA,NA,"M",NA,NA,NA,NA,21,23,"70380A",NA,NA
"26008",352,9,9,2007,"exclosure",13,54,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,14,"1A1C2F","*",NA
"26009",352,9,9,2007,"exclosure",13,42,"SH","M",NA,"J",NA,NA,NA,NA,NA,25,32,"422740","*",NA
"26010",352,9,9,2007,"exclosure",13,57,"SH","F","Z",NA,NA,NA,NA,NA,NA,28,130,"285B7F","*",NA
"26011",352,9,9,2007,"exclosure",13,43,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,7,"300854",NA,NA
"26012",352,9,9,2007,"exclosure",13,23,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,27,"457F7E",NA,NA
"26013",352,9,9,2007,"exclosure",13,37,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,34,"276264",NA,NA
"26014",352,9,9,2007,"exclosure",13,27,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,37,"091F5D",NA,NA
"26015",352,9,9,2007,"exclosure",13,11,"SH","F","Z",NA,NA,NA,NA,NA,NA,32,150,"0A6766","*",NA
"26016",352,9,9,2007,"exclosure",13,25,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,30,"09364B",NA,NA
"26017",352,9,9,2007,"exclosure",13,62,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,37,"23232C",NA,NA
"26018",352,9,9,2007,"exclosure",13,NA,"SH","F",NA,NA,NA,NA,NA,"E",NA,28,120,"483F48","*",NA
"26019",352,9,9,2007,"control",14,45,"OL","F","Z",NA,NA,NA,NA,NA,NA,20,26,"194C1E","*",NA
"26020",352,9,9,2007,"control",14,53,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,49,"0A2762",NA,NA
"26021",352,9,9,2007,"control",14,NA,"DO","M",NA,NA,"M",NA,NA,NA,NA,36,49,"235B51",NA,NA
"26022",352,9,9,2007,"control",14,72,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,41,"6E1A2F",NA,NA
"26023",352,9,9,2007,"control",14,34,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,18,"3C0219",NA,NA
"26024",352,9,9,2007,"control",14,26,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,43,"186120",NA,NA
"26025",352,9,9,2007,"control",14,23,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,34,"644345",NA,NA
"26026",352,9,9,2007,"exclosure",13,26,"SH","M","Z",NA,NA,NA,NA,NA,NA,31,130,"460276",NA,NA
"26027",353,10,13,2007,"control",1,73,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,33,"206540","*",NA
"26028",353,10,13,2007,"control",1,35,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,31,"365074",NA,NA
"26029",353,10,13,2007,"control",1,25,"SF","M","Z",NA,NA,NA,NA,NA,NA,29,52,"4C0613","*",NA
"26030",353,10,13,2007,"control",1,63,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,35,"756955",NA,NA
"26031",353,10,13,2007,"control",1,72,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,23,"2F3102",NA,NA
"26032",353,10,13,2007,"control",1,31,"SH","M","Z",NA,NA,NA,NA,NA,NA,27,55,"032032","*",NA
"26033",353,10,13,2007,"control",1,51,"BA","F","Z",NA,NA,NA,NA,NA,NA,12,6,"0B401F","*",NA
"26034",353,10,13,2007,"control",1,44,"DO","M","Z",NA,NA,NA,NA,NA,NA,35,45,"1E553F",NA,NA
"26035",353,10,13,2007,"control",1,77,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,32,"5B6632",NA,NA
"26036",353,10,13,2007,"control",1,75,"DO","M","Z",NA,NA,NA,NA,NA,NA,36,51,"675106",NA,NA
"26037",353,10,13,2007,"control",1,36,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,31,"12364C",NA,NA
"26038",353,10,13,2007,"control",1,22,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,49,"6D5049",NA,NA
"26039",353,10,13,2007,"control",1,26,"BA","F","Z",NA,NA,NA,NA,NA,NA,14,10,"017C0E","*",NA
"26040",353,10,13,2007,"control",1,11,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,31,"60072A",NA,NA
"26041",353,10,13,2007,"control",1,17,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,29,"102A5F",NA,NA
"26042",353,10,13,2007,"control",1,15,"SF","F","Z",NA,NA,NA,NA,NA,NA,25,84,"237A5A","*",NA
"26043",353,10,13,2007,"control",1,12,"RM","F",NA,NA,NA,NA,NA,"E",NA,16,16,"4C3255","*",NA
"26044",353,10,13,2007,"control",1,14,"SF","M","Z",NA,NA,NA,NA,NA,NA,25,60,"7B701C","*",NA
"26045",353,10,13,2007,"control",1,16,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,26,"4D7609","*",NA
"26046",353,10,13,2007,"control",2,23,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,36,"103053","*",NA
"26047",353,10,13,2007,"control",2,21,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,26,"250F0C",NA,NA
"26048",353,10,13,2007,"control",2,27,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,35,"3D252F",NA,NA
"26049",353,10,13,2007,"control",2,32,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,21,"727B0E",NA,NA
"26050",353,10,13,2007,"control",2,31,"DO","M","Z",NA,NA,NA,NA,NA,NA,34,39,"550673","*",NA
"26051",353,10,13,2007,"control",2,46,"BA","M","Z",NA,NA,NA,NA,NA,NA,13,9,"1E5D3C","*",NA
"26052",353,10,13,2007,"control",2,44,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,34,"7E6F04",NA,NA
"26053",353,10,13,2007,"control",2,22,"DO","F","Z",NA,NA,NA,NA,NA,NA,35,51,"1C172D","*",NA
"26054",353,10,13,2007,"control",2,11,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,16,"6A7957","*",NA
"26055",353,10,13,2007,"control",2,73,"PE","F","Z",NA,NA,NA,NA,NA,NA,20,23,"4E1148",NA,NA
"26056",353,10,13,2007,"control",2,33,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,46,"380172",NA,NA
"26057",353,10,13,2007,"control",2,53,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,38,"0D0A7F","*",NA
"26058",353,10,13,2007,"control",2,74,"BA","F","Z",NA,NA,NA,NA,NA,NA,13,9,"086F40","*",NA
"26059",353,10,13,2007,"control",2,54,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,21,"042E25",NA,NA
"26060",353,10,13,2007,"control",2,51,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,33,"1B270E",NA,NA
"26061",353,10,13,2007,"control",2,42,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,21,"5C4B2F",NA,NA
"26062",353,10,13,2007,"control",2,34,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,35,"2D4C14",NA,NA
"26063",353,10,13,2007,"control",2,12,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,51,"537874",NA,NA
"26064",353,10,13,2007,"control",2,75,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,30,"212042",NA,NA
"26066",353,10,13,2007,"control",2,17,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,31,"415503",NA,NA
"26067",353,10,13,2007,"control",12,31,"NA","M",NA,NA,"M",NA,NA,NA,NA,34,220,"4A3D3A",NA,NA
"26068",353,10,13,2007,"control",12,64,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,22,"156456",NA,NA
"26069",353,10,13,2007,"control",12,66,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,40,"17242B",NA,NA
"26070",353,10,13,2007,"control",12,36,"OT","F","Z",NA,NA,NA,NA,NA,NA,19,25,"6F137F","*",NA
"26071",353,10,13,2007,"control",12,34,"DO","M","Z",NA,NA,NA,NA,NA,NA,38,60,"014B1A",NA,NA
"26072",353,10,13,2007,"control",12,32,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,17,"0D6360","*",NA
"26073",353,10,13,2007,"control",12,67,"OT","M","Z",NA,NA,NA,NA,NA,NA,19,21,"463303",NA,NA
"26074",353,10,13,2007,"control",12,37,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,29,"5E4944","*",NA
"26075",353,10,13,2007,"control",12,75,"OT","F","Z",NA,NA,NA,NA,NA,NA,18,30,"66600E",NA,NA
"26077",353,10,13,2007,"control",12,72,"DO","M","Z",NA,NA,NA,NA,NA,NA,35,50,"593776",NA,NA
"26078",353,10,13,2007,"control",12,35,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,55,"222B6A",NA,NA
"26079",353,10,13,2007,"control",12,62,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,46,"62461A",NA,NA
"26080",353,10,13,2007,"control",12,61,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,"0D446E",NA,NA
"26081",353,10,13,2007,"control",12,52,"DO","M",NA,NA,"R",NA,NA,NA,NA,34,49,"491E7C",NA,NA
"26082",353,10,13,2007,"control",12,17,"DO","F","Z",NA,NA,NA,NA,NA,NA,37,53,"0C1B52",NA,NA
"26083",353,10,13,2007,"control",12,13,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,27,"0D140D",NA,NA
"26084",353,10,13,2007,"control",12,21,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,27,"6F3D19","*",NA
"26085",353,10,13,2007,"control",12,42,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,56,"3F3D19",NA,NA
"26086",353,10,13,2007,"control",12,51,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,22,"5D1F26",NA,NA
"26087",353,10,13,2007,"control",12,15,"DM","M",NA,NA,"M",NA,NA,NA,NA,36,34,"1B0763","*",NA
"26088",353,10,13,2007,"control",12,14,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,20,"4F2439","*",NA
"26089",353,10,13,2007,"control",12,16,"BA","M",NA,NA,"M",NA,NA,NA,NA,21,10,"5A3225","*",NA
"26090",353,10,13,2007,"control",12,41,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,35,"127D19",NA,NA
"26091",353,10,13,2007,"exclosure",19,24,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,28,"77152F",NA,NA
"26092",353,10,13,2007,"exclosure",19,13,"PE","F","Z",NA,NA,NA,NA,NA,NA,20,23,"645153",NA,NA
"26093",353,10,13,2007,"exclosure",19,52,"PM","M",NA,"J",NA,NA,NA,NA,NA,20,19,"5A4942","*",NA
"26094",353,10,13,2007,"exclosure",19,51,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,42,"2F053E",NA,NA
"26095",353,10,13,2007,"exclosure",19,57,"BA","M","Z",NA,NA,NA,NA,NA,NA,13,9,"6B765E","*",NA
"26096",353,10,13,2007,"exclosure",19,54,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,16,"17692A",NA,NA
"26097",353,10,13,2007,"exclosure",19,61,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,34,"20304B",NA,NA
"26098",353,10,13,2007,"exclosure",19,75,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,26,"0A3059",NA,NA
"26099",353,10,13,2007,"exclosure",19,62,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,29,"7A5A36",NA,NA
"26100",353,10,13,2007,"exclosure",19,42,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,29,"497111",NA,NA
"26101",353,10,13,2007,"exclosure",19,17,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,17,"456149",NA,NA
"26103",353,10,13,2007,"exclosure",19,23,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,41,"1D1015",NA,NA
"26104",353,10,13,2007,"exclosure",19,47,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,31,"0F2D72",NA,NA
"26105",353,10,13,2007,"exclosure",19,11,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,31,"261024",NA,NA
"26106",353,10,13,2007,"exclosure",19,27,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,18,"593655",NA,NA
"26108",353,10,13,2007,"exclosure",19,15,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,42,"6E1564",NA,NA
"26109",353,10,13,2007,"exclosure",19,33,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,8,"212B19",NA,NA
"26110",353,10,13,2007,"exclosure",18,32,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,17,"34217C",NA,NA
"26111",353,10,13,2007,"exclosure",18,45,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,21,"470544",NA,NA
"26112",353,10,13,2007,"exclosure",18,71,"SF","F","Z",NA,NA,NA,NA,NA,NA,25,90,"751323","*",NA
"26113",353,10,13,2007,"exclosure",18,61,"PB","M",NA,NA,"M",NA,NA,NA,NA,27,49,"080E42",NA,NA
"26114",353,10,13,2007,"exclosure",18,31,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,35,"0F1B14",NA,NA
"26115",353,10,13,2007,"exclosure",18,37,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,22,"204124",NA,NA
"26116",353,10,13,2007,"exclosure",18,16,"BA","M","Z",NA,NA,NA,NA,NA,NA,13,7,"444D3A","*",NA
"26117",353,10,13,2007,"exclosure",18,36,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,30,"450508","*",NA
"26118",353,10,13,2007,"exclosure",18,13,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,30,"272C66",NA,NA
"26119",353,10,13,2007,"exclosure",18,41,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,30,"72731E",NA,NA
"26120",353,10,13,2007,"exclosure",18,21,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,32,"350410",NA,NA
"26121",353,10,13,2007,"exclosure",18,54,"PL","M",NA,NA,"M",NA,NA,NA,NA,20,21,"637744",NA,NA
"26122",353,10,13,2007,"exclosure",18,55,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,22,"607F50","*",NA
"26123",353,10,13,2007,"exclosure",18,14,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,25,"05631C","*",NA
"26124",353,10,13,2007,"exclosure",18,15,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,16,"124030","*",NA
"26125",353,10,13,2007,"exclosure",18,67,"RM","M",NA,NA,"S",NA,NA,NA,NA,16,10,"793C3A","*",NA
"26126",353,10,13,2007,"exclosure",18,65,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,29,"5D7D50",NA,NA
"26127",353,10,13,2007,"exclosure",18,23,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,25,"056128",NA,NA
"26128",353,10,13,2007,"exclosure",18,62,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,30,"380534",NA,NA
"26129",353,10,13,2007,"exclosure",18,64,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,31,"667568",NA,NA
"26130",353,10,13,2007,"exclosure",18,57,"SF","M","Z",NA,NA,NA,NA,NA,NA,27,92,"284D0E",NA,NA
"26131",353,10,13,2007,"control",17,35,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"35356F",NA,NA
"26132",353,10,13,2007,"control",17,32,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"153D50",NA,NA
"26133",353,10,13,2007,"control",17,22,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,18,"6D5207",NA,NA
"26134",353,10,13,2007,"control",17,NA,"SF","F","Z",NA,NA,NA,NA,NA,NA,28,56,"015F03","*",NA
"26135",353,10,13,2007,"control",17,66,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,48,"5E4102",NA,NA
"26136",353,10,13,2007,"control",17,25,"BA","M","Z",NA,NA,NA,NA,NA,NA,13,8,"324437","*",NA
"26137",353,10,13,2007,"control",17,73,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,17,"5A1551",NA,NA
"26138",353,10,13,2007,"control",17,67,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,39,"581724","*",NA
"26139",353,10,13,2007,"control",17,36,"SF","M","Z",NA,NA,NA,NA,NA,NA,25,82,"1F762C","*",NA
"26140",353,10,13,2007,"control",17,14,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,26,"51302C",NA,NA
"26141",353,10,13,2007,"control",17,17,"SF","F",NA,"J",NA,NA,NA,NA,NA,20,18,"055802","*",NA
"26142",353,10,13,2007,"control",17,24,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,40,"08100F","*",NA
"26143",353,10,13,2007,"control",17,26,"DO","F","Z",NA,NA,NA,NA,NA,NA,34,45,"135B18",NA,NA
"26144",353,10,13,2007,"control",17,11,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,26,"027C2B",NA,NA
"26145",353,10,13,2007,"control",17,71,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,35,"0F5C1A",NA,NA
"26146",353,10,13,2007,"control",17,31,"DO","F","Z",NA,NA,NA,NA,NA,NA,35,42,"5A4A55",NA,NA
"26147",353,10,13,2007,"control",17,57,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,10,"2C381E","*",NA
"26148",353,10,13,2007,"control",17,62,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,39,"781E13",NA,NA
"26149",353,10,13,2007,"control",17,55,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,37,"104174","*",NA
"26150",353,10,13,2007,"control",17,63,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,22,"2D7852",NA,NA
"26151",353,10,13,2007,"exclosure",20,67,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,31,"397D62",NA,NA
"26152",353,10,13,2007,"exclosure",20,31,"NA","F","Z",NA,NA,NA,NA,NA,NA,31,82,"9241966s","*",NA
"26153",353,10,13,2007,"exclosure",20,65,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,46,"72337E",NA,NA
"26154",353,10,13,2007,"exclosure",20,64,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,29,"542747",NA,NA
"26155",353,10,13,2007,"exclosure",20,36,"BA","F","Z",NA,NA,NA,NA,NA,NA,13,11,"681223","*",NA
"26156",353,10,13,2007,"exclosure",20,14,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,41,"185400",NA,NA
"26157",353,10,13,2007,"exclosure",20,72,"PB","F","Z",NA,NA,NA,NA,NA,NA,24,29,"693F73",NA,NA
"26158",353,10,13,2007,"exclosure",20,52,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,6,"3E5B59","*",NA
"26159",353,10,13,2007,"exclosure",20,77,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,40,"05616A",NA,NA
"26160",353,10,13,2007,"exclosure",20,74,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,39,"303C6F",NA,NA
"26161",353,10,13,2007,"exclosure",20,37,"PE","F","Z",NA,NA,NA,NA,NA,NA,20,21,"603B71",NA,NA
"26162",353,10,13,2007,"exclosure",20,35,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,30,"464D44",NA,NA
"26163",353,10,13,2007,"exclosure",20,53,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,25,"083160",NA,NA
"26164",353,10,13,2007,"exclosure",20,47,"BA","F","Z",NA,NA,NA,NA,NA,NA,13,7,"215C79","*",NA
"26165",353,10,13,2007,"exclosure",20,27,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,30,"724456",NA,NA
"26166",353,10,13,2007,"exclosure",20,26,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,28,"6C360E",NA,NA
"26168",353,10,13,2007,"exclosure",20,22,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,17,"244F6B","*",NA
"26169",353,10,13,2007,"exclosure",20,41,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,29,"1E6E00",NA,NA
"26170",353,10,13,2007,"exclosure",20,16,"PE","F",NA,NA,NA,NA,NA,"E",NA,20,23,"1C7461",NA,NA
"26171",353,10,13,2007,"exclosure",20,12,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,29,"383F52","*",NA
"26172",353,10,13,2007,"exclosure",20,21,"NA","F",NA,NA,NA,NA,NA,NA,NA,NA,172,"483101",NA,NA
"26173",353,10,13,2007,"exclosure",21,36,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,28,"115A51",NA,NA
"26174",353,10,13,2007,"exclosure",21,61,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,28,"3A772B",NA,NA
"26175",353,10,13,2007,"exclosure",21,55,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,29,"4B6F3C",NA,NA
"26176",353,10,13,2007,"exclosure",21,73,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,31,"73055D",NA,NA
"26177",353,10,13,2007,"exclosure",21,54,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,34,"164E37",NA,NA
"26178",353,10,13,2007,"exclosure",21,56,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,31,"394668",NA,NA
"26179",353,10,13,2007,"exclosure",21,37,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,14,"3F030C",NA,NA
"26180",353,10,13,2007,"exclosure",21,42,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,21,"6D513B","*",NA
"26181",353,10,13,2007,"exclosure",21,52,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,14,"743F68","*",NA
"26182",353,10,13,2007,"exclosure",21,51,"SF","M","Z",NA,NA,NA,NA,NA,NA,26,72,"4A5713",NA,NA
"26183",353,10,13,2007,"exclosure",21,35,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,17,"0E1965","*",NA
"26184",353,10,13,2007,"exclosure",21,57,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,29,"1E6068",NA,NA
"26185",353,10,13,2007,"exclosure",21,12,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,32,"497417",NA,NA
"26186",353,10,13,2007,"exclosure",21,41,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,34,"270F40",NA,NA
"26187",353,10,13,2007,"exclosure",21,23,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,30,"173F67",NA,NA
"26188",353,10,13,2007,"exclosure",21,11,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,42,"18001D",NA,NA
"26189",353,10,13,2007,"exclosure",21,26,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,36,"3E216A",NA,NA
"26190",353,10,13,2007,"exclosure",21,77,"BA","M","Z",NA,NA,NA,NA,NA,NA,13,7,"250A3F","*",NA
"26191",353,10,13,2007,"exclosure",21,13,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,25,"3E2861",NA,NA
"26192",353,10,13,2007,"exclosure",21,17,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,32,"08320A",NA,NA
"26193",353,10,13,2007,"control",22,61,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,26,"1D7E07",NA,NA
"26194",353,10,13,2007,"control",22,56,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,41,"3A3972",NA,NA
"26195",353,10,13,2007,"control",22,66,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,36,"081702",NA,NA
"26196",353,10,13,2007,"control",22,71,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,30,"114C6F","*",NA
"26197",353,10,13,2007,"control",22,51,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,36,"3A0237",NA,NA
"26198",353,10,13,2007,"control",22,75,"SF","F","Z",NA,NA,NA,NA,NA,NA,25,82,"000137","*",NA
"26199",353,10,13,2007,"control",22,52,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,30,"5F5D15",NA,NA
"26200",353,10,13,2007,"control",22,65,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,27,"433A36",NA,NA
"26201",353,10,13,2007,"control",22,43,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,29,"3B3553",NA,NA
