"","period","month","Month","day","year","plot","stake","treatment","species","sex","reprod","vagina","nipples","lactation","pregnant","testes","hfl","wgt","tag"
"4153",272,"1","Jan",22,2001,11,51,"control","DM","M",NA,NA,NA,NA,NA,"S",36,45,"196334"
"4154",272,"1","Jan",22,2001,11,55,"control","DM","M",NA,NA,NA,NA,NA,"M",37,54,"2D197C"
"4155",272,"1","Jan",22,2001,9,54,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",36,48,"7A124C"
"4156",273,"3","Mar",4,2001,9,77,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",36,50,"604"
"4157",273,"3","Mar",4,2001,8,13,"control","DM","M",NA,NA,NA,NA,NA,"R",37,52,"92510"
"4158",273,"3","Mar",4,2001,14,27,"control","DM","M",NA,NA,NA,NA,NA,"S",37,53,"0F5240"
"4159",274,"3","Mar",24,2001,2,33,"control","DM","M",NA,NA,NA,NA,NA,"S",37,47,"461E1C"
"4160",274,"3","Mar",25,2001,9,65,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",36,51,"604"
"4161",274,"3","Mar",25,2001,14,43,"control","DM","M",NA,NA,NA,NA,NA,"S",38,50,"8003DM"
"4162",274,"3","Mar",25,2001,14,45,"control","DM","M",NA,NA,NA,NA,NA,"M",36,48,"4E497E"
"4163",275,"4","Apr",21,2001,1,46,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",36,49,"461E1C"
"4164",275,"4","Apr",21,2001,17,72,"control","DM","M",NA,NA,NA,NA,NA,"R",36,49,"041A3F"
"4165",275,"4","Apr",21,2001,17,66,"control","DM","M",NA,NA,NA,NA,NA,"S",36,37,"0E241A"
"4166",275,"4","Apr",21,2001,17,76,"control","DM","M",NA,NA,NA,NA,NA,"R",35,50,"595F78"
"4167",275,"4","Apr",21,2001,17,65,"control","DM","M",NA,NA,NA,NA,NA,"S",37,50,"0102DM"
"4168",275,"4","Apr",21,2001,22,37,"control","DM","M",NA,NA,NA,NA,NA,"S",37,53,"714C07"
"4169",276,"5","May",26,2001,12,73,"control","DM","M",NA,NA,NA,NA,NA,"S",36,48,"8000DM"
"4170",276,"5","May",26,2001,17,57,"control","DM","M",NA,NA,NA,NA,NA,"S",37,49,"159"
"4171",276,"5","May",27,2001,4,57,"control","DM","M",NA,NA,NA,NA,NA,"M",37,52,"2A7023"
"4172",277,"6","Jun",25,2001,12,45,"control","DM","M",NA,NA,NA,NA,NA,"S",36,48,"444C32"
"4173",277,"6","Jun",25,2001,17,34,"control","DM","M",NA,NA,NA,NA,NA,"R",35,47,"595F78"
"4174",277,"6","Jun",25,2001,17,66,"control","DM","M",NA,NA,NA,NA,NA,"S",37,40,"255871"
"4175",277,"6","Jun",25,2001,17,13,"control","DM","M",NA,NA,NA,NA,NA,"S",37,50,"594279"
"4176",279,"8","Aug",25,2001,1,55,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",33,39,"724"
"4177",279,"8","Aug",25,2001,2,22,"control","DM","M",NA,NA,NA,NA,NA,"S",36,46,"772"
"4178",279,"8","Aug",25,2001,17,16,"control","DM","M",NA,NA,NA,NA,NA,"S",36,49,"595F78"
"4179",280,"9","Sept",22,2001,17,54,"control","DM","M",NA,NA,NA,NA,NA,"S",36,44,"314301"
"4180",280,"9","Sept",22,2001,17,67,"control","DM","M",NA,NA,NA,NA,NA,"S",35,48,"595F78"
"4181",280,"9","Sept",22,2001,22,47,"control","DM","M",NA,NA,NA,NA,NA,"S",36,56,"714C07"
"4182",280,"9","Sept",23,2001,14,35,"control","DM","M",NA,NA,NA,NA,NA,"S",38,52,"789"
"4183",281,"10","Oct",13,2001,2,21,"control","DM","M",NA,NA,NA,NA,NA,"S",36,46,"772"
"4184",281,"10","Oct",13,2001,17,44,"control","DM","M",NA,NA,NA,NA,NA,"R",36,43,"314301"
"4185",281,"10","Oct",13,2001,22,31,"control","DM","M",NA,NA,NA,NA,NA,"R",36,47,"723"
"4186",281,"10","Oct",14,2001,4,57,"control","DM","M",NA,NA,NA,NA,NA,"R",36,53,"463912"
"4187",281,"10","Oct",14,2001,14,41,"control","DM","M",NA,NA,NA,NA,NA,"S",36,50,"789"
"4188",282,"11","Nov",17,2001,17,66,"control","DM","M",NA,NA,NA,NA,NA,"S",37,50,"602F44"
"4189",282,"11","Nov",17,2001,22,53,"control","DM","M",NA,NA,NA,NA,NA,"S",37,50,"723"
"4190",282,"11","Nov",18,2001,3,25,"exclosure","DM","M",NA,NA,NA,NA,NA,"R",36,52,"92510"
"4191",282,"11","Nov",18,2001,11,73,"control","DM","M",NA,NA,NA,NA,NA,"S",36,59,"606"
"4192",282,"11","Nov",18,2001,11,15,"control","DM","M",NA,NA,NA,NA,NA,"S",37,43,"683A11"
"4193",283,"12","Dec",15,2001,2,11,"control","DM","M",NA,NA,NA,NA,NA,"S",37,48,"772"
"4194",283,"12","Dec",15,2001,17,66,"control","DM","M",NA,NA,NA,NA,NA,"S",36,51,"602F44"
"4195",284,"1","Jan",12,2002,17,55,"control","DM","M",NA,NA,NA,NA,NA,"S",37,49,"602F44"
"4196",284,"1","Jan",12,2002,22,63,"control","DM","M",NA,NA,NA,NA,NA,"S",36,51,"723"
"4197",285,"2","Feb",9,2002,3,74,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",37,54,"92950"
"4198",285,"2","Feb",9,2002,3,64,"exclosure","DM","M",NA,NA,NA,NA,NA,"R",37,52,"461E1C"
"4199",285,"2","Feb",9,2002,17,12,"control","DM","M",NA,NA,NA,NA,NA,"S",36,46,"615F54"
"4200",285,"2","Feb",10,2002,9,15,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",37,46,"683A11"
"4201",285,"2","Feb",10,2002,14,71,"control","DM","M",NA,NA,NA,NA,NA,"M",36,48,"51422E"
"4202",286,"3","Mar",13,2002,1,44,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",36,50,"76614"
"4203",286,"3","Mar",13,2002,17,76,"control","DM","M",NA,NA,NA,NA,NA,"R",36,50,"602F44"
"4204",286,"3","Mar",13,2002,17,37,"control","DM","M",NA,NA,NA,NA,NA,"S",35,50,"22440D"
"4205",286,"3","Mar",13,2002,17,75,"control","DM","M",NA,NA,NA,NA,NA,"R",35,46,"0B5A38"
"4206",286,"3","Mar",14,2002,11,71,"control","DM","M",NA,NA,NA,NA,NA,"S",34,49,"5E6C6D"
"4207",287,"4","Apr",16,2002,1,44,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",37,48,"76614"
"4208",287,"4","Apr",16,2002,12,53,"control","DM","M",NA,NA,NA,NA,NA,"R",36,45,"778"
"4209",287,"4","Apr",16,2002,12,66,"control","DM","M",NA,NA,NA,NA,NA,"S",36,44,"642966"
"4210",287,"4","Apr",17,2002,3,73,"exclosure","DM","M",NA,NA,NA,NA,NA,"R",36,50,"92510"
"4211",287,"4","Apr",17,2002,9,36,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",35,56,"683A11"
"4212",287,"4","Apr",17,2002,17,32,"control","DM","M",NA,NA,NA,NA,NA,"S",36,56,"104C12"
"4213",288,"5","May",15,2002,12,17,"control","DM","M",NA,NA,NA,NA,NA,"S",36,44,"642966"
"4214",288,"5","May",15,2002,17,54,"control","DM","M",NA,NA,NA,NA,NA,"S",35,46,"0B5A38"
"4215",288,"5","May",16,2002,3,72,"exclosure","DM","M",NA,NA,NA,NA,NA,"R",36,55,"92510"
"4216",288,"5","May",16,2002,3,64,"exclosure","DM","M",NA,NA,NA,NA,NA,"R",37,48,"461E1C"
"4217",288,"5","May",16,2002,9,13,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",37,48,"683A11"
"4218",288,"5","May",16,2002,8,46,"control","DM","M",NA,NA,NA,NA,NA,"S",36,42,"794757"
"4219",288,"5","May",16,2002,14,33,"control","DM","M",NA,NA,NA,NA,NA,"S",34,47,"184108"
"4220",288,"5","May",16,2002,14,72,"control","DM","M",NA,NA,NA,NA,NA,"S",35,48,"51422E"
"4221",289,"6","Jun",15,2002,1,43,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",37,49,"76614"
"4222",289,"6","Jun",16,2002,8,46,"control","DM","M",NA,NA,NA,NA,NA,"S",35,42,"794757"
"4223",289,"6","Jun",16,2002,14,62,"control","DM","M",NA,NA,NA,NA,NA,"S",35,46,"51422E"
"4224",289,"6","Jun",16,2002,14,31,"control","DM","M",NA,NA,NA,NA,NA,"S",35,46,"184108"
"4225",290,"7","Jul",13,2002,1,26,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",37,50,"76614"
"4226",290,"7","Jul",13,2002,17,71,"control","DM","M",NA,NA,NA,NA,NA,"S",36,54,"104C12"
"4227",290,"7","Jul",14,2002,3,62,"exclosure","DM","M",NA,NA,NA,NA,NA,"R",35,54,"92510"
"4228",290,"7","Jul",14,2002,14,34,"control","DM","M",NA,NA,NA,NA,NA,"S",36,47,"184108"
"4229",290,"7","Jul",14,2002,14,36,"control","DM","M",NA,NA,NA,NA,NA,"M",36,37,"1E4B66"
"4230",291,"9","Sept",8,2002,17,65,"control","DM","M",NA,NA,NA,NA,NA,"S",35,47,"0B3F2D"
"4231",291,"9","Sept",10,2002,14,74,"control","DM","M",NA,NA,NA,NA,NA,"S",36,55,"51422E"
"4232",291,"9","Sept",10,2002,14,67,"control","DM","M",NA,NA,NA,NA,NA,"R",35,52,"501D76"
"4233",292,"10","Oct",5,2002,17,64,"control","DM","M",NA,NA,NA,NA,NA,"S",NA,52,"0B3F2D"
"4234",292,"10","Oct",5,2002,22,21,"control","DM","M",NA,NA,NA,NA,NA,"R",36,57,"7B1909"
"4235",292,"10","Oct",6,2002,15,64,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",37,45,"31163F"
"4236",292,"10","Oct",6,2002,14,54,"control","DM","M",NA,NA,NA,NA,NA,"S",35,55,"51422E"
"4237",293,"11","Nov",9,2002,17,53,"control","DM","M",NA,NA,NA,NA,NA,"R",33,47,"0B3F2D"
"4238",293,"11","Nov",10,2002,9,67,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",33,48,"794757"
"4239",293,"11","Nov",10,2002,14,71,"control","DM","M",NA,NA,NA,NA,NA,"S",33,53,"51422E"
"4240",294,"12","Dec",8,2002,9,33,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",34,52,"362571"
"4241",294,"12","Dec",8,2002,9,41,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",36,49,"662E49"
"4242",294,"12","Dec",8,2002,14,37,"control","DM","M",NA,NA,NA,NA,NA,"M",37,53,"710D0B"
"4243",294,"12","Dec",8,2002,14,31,"control","DM","M",NA,NA,NA,NA,NA,"R",36,50,"184108"
"4244",295,"12","Dec",31,2002,9,33,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",37,49,"2C0134"
"4245",295,"12","Dec",31,2002,9,51,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",37,48,"08377C"
"4246",295,"12","Dec",31,2002,14,43,"control","DM","M",NA,NA,NA,NA,NA,"M",37,56,"5D6A30"
"4247",295,"12","Dec",31,2002,14,14,"control","DM","M",NA,NA,NA,NA,NA,"R",37,53,"710D0B"
"4248",296,"2","Feb",1,2003,2,24,"control","DM","M",NA,NA,NA,NA,NA,"M",38,48,"64602C"
"4249",296,"2","Feb",2,2003,11,76,"control","DM","M",NA,NA,NA,NA,NA,"M",33,52,"5E6C6D"
"4250",296,"2","Feb",2,2003,9,77,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",37,48,"08377C"
"4251",296,"2","Feb",2,2003,9,55,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",33,47,"794757"
"4252",297,"3","Mar",6,2003,17,76,"control","DM","M",NA,NA,NA,NA,NA,"M",35,49,"0B3F2D"
"4253",297,"3","Mar",6,2003,22,22,"control","DM","M",NA,NA,NA,NA,NA,"M",40,48,"77201C"
"4254",297,"3","Mar",7,2003,11,44,"control","DM","M",NA,NA,NA,NA,NA,"M",36,45,"0D277E"
"4255",297,"3","Mar",7,2003,14,43,"control","DM","M",NA,NA,NA,NA,NA,"S",36,43,"344C09"
"4256",298,"3","Mar",29,2003,17,31,"control","DM","M",NA,NA,NA,NA,NA,"M",36,38,"192360"
"4257",298,"3","Mar",30,2003,11,72,"control","DM","M",NA,NA,NA,NA,NA,"M",39,51,"541357"
"4258",298,"3","Mar",30,2003,9,55,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",35,50,"08377C"
"4259",298,"3","Mar",30,2003,14,31,"control","DM","M",NA,NA,NA,NA,NA,"M",36,46,"710D0B"
"4260",298,"3","Mar",30,2003,15,44,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",36,46,NA
"4261",299,"5","May",3,2003,12,36,"control","DM","M",NA,NA,NA,NA,NA,"S",37,50,"444C32"
"4262",299,"5","May",3,2003,17,65,"control","DM","M",NA,NA,NA,NA,NA,"S",35,46,"0B3F2D"
"4263",299,"5","May",4,2003,11,77,"control","DM","M",NA,NA,NA,NA,NA,"S",39,50,"541357"
"4264",299,"5","May",4,2003,9,51,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",38,48,"2C0134"
"4265",299,"5","May",4,2003,9,64,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",37,50,"08377C"
"4266",299,"5","May",4,2003,9,47,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",37,49,"362571"
"4267",299,"5","May",4,2003,8,76,"control","DM","M",NA,NA,NA,NA,NA,"M",37,51,"303039"
"4268",299,"5","May",4,2003,15,51,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",35,41,NA
"4269",300,"5","May",28,2003,2,17,"control","DM","M",NA,NA,NA,NA,NA,"S",36,40,"114646"
"4270",300,"5","May",28,2003,17,27,"control","DM","M",NA,NA,NA,NA,NA,"S",33,45,"05746F"
"4271",300,"5","May",28,2003,17,32,"control","DM","M",NA,NA,NA,NA,NA,"M",36,38,"192360"
"4272",300,"5","May",29,2003,9,36,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",37,48,"362571"
"4273",300,"5","May",29,2003,13,62,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",37,46,NA
"4274",300,"5","May",29,2003,14,43,"control","DM","M",NA,NA,NA,NA,NA,"S",36,48,"184108"
"4275",301,"6","Jun",28,2003,17,17,"control","DM","M",NA,NA,NA,NA,NA,"R",36,52,"05746F"
"4276",301,"6","Jun",28,2003,17,72,"control","DM","M",NA,NA,NA,NA,NA,"S",37,47,"745F76"
"4277",301,"6","Jun",29,2003,9,35,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",37,48,"362571"
"4278",301,"6","Jun",29,2003,14,67,"control","DM","M",NA,NA,NA,NA,NA,"R",35,47,"501D76"
"4279",302,"7","Jul",28,2003,17,32,"control","DM","M",NA,NA,NA,NA,NA,"M",37,40,"192360"
"4280",302,"7","Jul",29,2003,14,67,"control","DM","M",NA,NA,NA,NA,NA,"R",35,44,"501D76"
"4281",303,"8","Aug",23,2003,2,23,"control","DM","M",NA,NA,NA,NA,NA,"S",36,46,NA
"4282",303,"8","Aug",23,2003,17,17,"control","DM","M",NA,NA,NA,NA,NA,"S",36,54,"05746F"
"4283",303,"8","Aug",23,2003,17,66,"control","DM","M",NA,NA,NA,NA,NA,"S",36,45,"745F76"
"4284",303,"8","Aug",24,2003,3,64,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",36,61,"92510"
"4285",304,"9","Sept",27,2003,17,66,"control","DM","M",NA,NA,NA,NA,NA,"M",36,45,"745F76"
"4286",304,"9","Sept",28,2003,8,26,"control","DM","M",NA,NA,NA,NA,NA,"R",38,43,"243D42"
"4287",305,"10","Oct",25,2003,2,35,"control","DM","M",NA,NA,NA,NA,NA,"M",36,40,"114646"
"4288",305,"10","Oct",25,2003,17,46,"control","DM","M",NA,NA,NA,NA,NA,"M",36,45,"745F76"
"4289",306,"11","Nov",22,2003,17,25,"control","DM","M",NA,NA,NA,NA,NA,"M",37,50,"05746F"
"4290",307,"12","Dec",20,2003,17,24,"control","DM","M",NA,NA,NA,NA,NA,"M",36,49,"05746F"
"4291",307,"12","Dec",21,2003,9,51,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",37,44,"243D42"
"4292",308,"1","Jan",25,2004,14,16,"control","DM","M",NA,NA,NA,NA,NA,"M",37,51,"52763A"
"4293",309,"2","Feb",22,2004,9,13,"spectabs","DM","M",NA,NA,NA,NA,NA,"M",38,47,"362571"
"4294",309,"2","Feb",22,2004,14,57,"control","DM","M",NA,NA,NA,NA,NA,"M",36,48,"27242A"
"4295",310,"3","Mar",17,2004,17,45,"control","DM","M",NA,NA,NA,NA,NA,"S",36,49,"786415"
"4296",310,"3","Mar",18,2004,11,76,"control","DM","M",NA,NA,NA,NA,NA,"R",38,50,"541357"
"4297",310,"3","Mar",18,2004,9,62,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",35,48,"177A39"
"4298",310,"3","Mar",18,2004,15,63,"exclosure","DM","M",NA,NA,NA,NA,NA,"M",36,49,"5E1950"
"4299",311,"4","Apr",17,2004,17,66,"control","DM","M",NA,NA,NA,NA,NA,"S",35,47,"786415"
"4300",311,"4","Apr",18,2004,11,75,"control","DM","M",NA,NA,NA,NA,NA,"M",39,53,"541357"
"4301",311,"4","Apr",18,2004,14,11,"control","DM","M",NA,NA,NA,NA,NA,"M",36,52,"52763A"
"4302",311,"4","Apr",18,2004,15,34,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",39,47,"5E1950"
"4303",312,"5","May",17,2004,17,25,"control","DM","M",NA,NA,NA,NA,NA,"S",38,51,"27254C"
"4304",312,"5","May",18,2004,11,75,"control","DM","M",NA,NA,NA,NA,NA,"S",40,50,"541357"
"4305",312,"5","May",18,2004,14,54,"control","DM","M",NA,NA,NA,NA,NA,"S",36,47,"27242A"
"4306",312,"5","May",18,2004,15,77,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",36,39,NA
"4307",313,"6","Jun",20,2004,11,66,"control","DM","M",NA,NA,NA,NA,NA,"S",40,51,"541357"
"4308",313,"6","Jun",20,2004,9,65,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",38,47,"243D42"
"4309",314,"7","Jul",18,2004,17,62,"control","DM","M",NA,NA,NA,NA,NA,"S",36,48,"0D3474"
"4310",314,"7","Jul",19,2004,9,66,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",37,47,"243D42"
"4311",314,"7","Jul",19,2004,15,15,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",38,44,NA
"4312",315,"8","Aug",19,2004,12,72,"control","DM","M",NA,NA,NA,NA,NA,"S",37,52,"4A2052"
"4313",317,"10","Oct",16,2004,17,31,"control","DM","M",NA,NA,NA,NA,NA,"S",36,49,"430C5D"
"4314",318,"11","Nov",13,2004,17,22,"control","DM","M",NA,NA,NA,NA,NA,"S",36,48,"430C5D"
"4315",319,"12","Dec",11,2004,12,41,"control","DM","M",NA,NA,NA,NA,NA,"M",37,44,"0F5709"
"4316",322,"4","Apr",9,2005,20,52,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",36,45,NA
"4317",322,"4","Apr",10,2005,14,15,"control","DM","M",NA,NA,NA,NA,NA,"S",38,50,"5A5362"
"4318",323,"5","May",8,2005,14,14,"control","DM","M",NA,NA,NA,NA,NA,"S",37,49,"5A5362"
"4319",324,"6","Jun",5,2005,11,42,"control","DM","M",NA,NA,NA,NA,NA,"S",35,45,"5E4257"
"4320",324,"6","Jun",5,2005,14,76,"control","DM","M",NA,NA,NA,NA,NA,"S",38,54,"3A076D"
"4321",324,"6","Jun",5,2005,14,21,"control","DM","M",NA,NA,NA,NA,NA,"S",36,47,"5A5362"
"4322",325,"7","Jul",9,2005,17,31,"control","DM","M",NA,NA,NA,NA,NA,"R",37,48,"430C5D"
"4323",325,"7","Jul",10,2005,14,51,"control","DM","M",NA,NA,NA,NA,NA,"S",37,46,"5A5362"
"4324",326,"8","Aug",6,2005,22,31,"control","DM","M",NA,NA,NA,NA,NA,"S",37,54,"140E1B"
"4325",326,"8","Aug",7,2005,14,42,"control","DM","M",NA,NA,NA,NA,NA,"S",37,46,"5A5362"
"4326",327,"9","Sept",3,2005,12,NA,"control","DM","M",NA,NA,NA,NA,NA,"S",39,54,"0F5709"
"4327",328,"9","Sept",30,2005,17,66,"control","DM","M",NA,NA,NA,NA,NA,"M",36,43,"4C1932"
"4328",328,"10","Oct",1,2005,14,57,"control","DM","M",NA,NA,NA,NA,NA,"S",36,48,"286D7D"
"4329",329,"11","Nov",5,2005,17,71,"control","DM","M",NA,NA,NA,NA,NA,"M",36,46,"430C5D"
"4330",329,"11","Nov",6,2005,9,51,"control","DM","M",NA,NA,NA,NA,NA,"M",38,49,"24330C"
"4331",330,"12","Dec",10,2005,11,76,"control","DM","M",NA,NA,NA,NA,NA,"M",38,44,"796A7A"
"4332",331,"1","Jan",7,2006,2,21,"control","DM","M",NA,NA,NA,NA,NA,"M",37,48,"4F077C"
"4333",331,"1","Jan",8,2006,11,36,"control","DM","M",NA,NA,NA,NA,NA,"M",36,46,"796A7A"
"4334",332,"1","Jan",28,2006,2,22,"control","DM","M",NA,NA,NA,NA,NA,"M",37,57,"4F077C"
"4335",332,"1","Jan",28,2006,17,45,"control","DM","M",NA,NA,NA,NA,NA,"M",38,44,"4C1932"
"4336",332,"1","Jan",29,2006,11,24,"control","DM","M",NA,NA,NA,NA,NA,"M",36,51,"32385A"
"4337",334,"3","Mar",25,2006,2,31,"control","DM","M",NA,NA,NA,NA,NA,"R",36,48,"78130F"
"4338",334,"3","Mar",25,2006,2,61,"control","DM","M",NA,NA,NA,NA,NA,"S",37,51,"4F077C"
"4339",334,"3","Mar",25,2006,17,65,"control","DM","M",NA,NA,NA,NA,NA,"M",37,45,"4C1932"
"4340",334,"3","Mar",26,2006,11,52,"control","DM","M",NA,NA,NA,NA,NA,"M",38,48,"796A7A"
"4341",335,"4","Apr",30,2006,11,52,"control","DM","M",NA,NA,NA,NA,NA,"S",35,58,"796A7A"
"4342",336,"5","May",27,2006,2,11,"control","DM","M",NA,NA,NA,NA,NA,"S",37,50,"4F077C"
"4343",336,"5","May",27,2006,17,46,"control","DM","M",NA,NA,NA,NA,NA,"R",37,50,"4C1932"
"4344",336,"5","May",28,2006,11,71,"control","DM","M",NA,NA,NA,NA,NA,"S",37,46,"796A7A"
"4345",337,"6","Jun",25,2006,4,11,"control","DM","M",NA,NA,NA,NA,NA,"S",37,42,"4A3906"
"4346",337,"6","Jun",25,2006,11,53,"control","DM","M",NA,NA,NA,NA,NA,"S",37,49,"6F1248"
"4347",337,"6","Jun",25,2006,15,36,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",36,49,"353608"
"4348",338,"7","Jul",22,2006,22,25,"control","DM","M",NA,NA,NA,NA,NA,"S",40,46,"363929"
"4349",338,"7","Jul",23,2006,11,74,"control","DM","M",NA,NA,NA,NA,NA,"S",37,47,"796A7A"
"4350",338,"7","Jul",23,2006,11,55,"control","DM","M",NA,NA,NA,NA,NA,"S",37,49,"6F1248"
"4351",339,"8","Aug",20,2006,9,75,"control","DM","M",NA,NA,NA,NA,NA,"R",37,48,"5B5A77"
"4352",340,"9","Sept",23,2006,22,31,"control","DM","M",NA,NA,NA,NA,NA,"S",40,51,"363929"
"4353",341,"10","Oct",22,2006,11,27,"control","DM","M",NA,NA,NA,NA,NA,"S",36,55,"6F1248"
"4354",341,"10","Oct",22,2006,11,23,"control","DM","M",NA,NA,NA,NA,NA,"M",37,45,"3C514B"
"4355",341,"10","Oct",22,2006,9,45,"control","DM","M",NA,NA,NA,NA,NA,"S",36,55,"055B12"
"4356",342,"11","Nov",18,2006,2,16,"control","DM","M",NA,NA,NA,NA,NA,"R",36,47,"537874"
"4357",342,"11","Nov",19,2006,11,25,"control","DM","M",NA,NA,NA,NA,NA,"R",36,52,"6F1248"
"4358",342,"11","Nov",19,2006,9,57,"control","DM","M",NA,NA,NA,NA,NA,"M",36,49,"367611"
"4359",343,"12","Dec",16,2006,1,57,"control","DM","M",NA,NA,NA,NA,NA,"S",36,51,"75582D"
"4360",343,"12","Dec",16,2006,17,61,"control","DM","M",NA,NA,NA,NA,NA,"S",37,44,"450B03"
"4361",343,"12","Dec",17,2006,11,27,"control","DM","M",NA,NA,NA,NA,NA,"R",36,53,"6F1248"
"4362",343,"12","Dec",17,2006,14,25,"control","DM","M",NA,NA,NA,NA,NA,"S",36,51,"44740E"
"4363",344,"1","Jan",21,2007,17,71,"control","DM","M",NA,NA,NA,NA,NA,"R",36,47,"450B03"
"4364",344,"1","Jan",21,2007,1,57,"control","DM","M",NA,NA,NA,NA,NA,"M",37,49,"731CCB"
"4365",345,"2","Feb",17,2007,2,43,"control","DM","M",NA,NA,NA,NA,NA,"M",35,46,"380172"
"4366",345,"2","Feb",17,2007,12,44,"control","DM","M",NA,NA,NA,NA,NA,"R",36,51,"0F197C"
"4367",345,"2","Feb",17,2007,17,65,"control","DM","M",NA,NA,NA,NA,NA,"S",36,47,"450B03"
"4368",345,"2","Feb",17,2007,22,12,"control","DM","M",NA,NA,NA,NA,NA,"R",37,50,"7D766C"
"4369",345,"2","Feb",18,2007,11,77,"control","DM","M",NA,NA,NA,NA,NA,"M",39,51,"6F1248"
"4370",345,"2","Feb",18,2007,11,43,"control","DM","M",NA,NA,NA,NA,NA,"M",39,49,"5D7D44"
"4371",345,"2","Feb",18,2007,11,76,"control","DM","M",NA,NA,NA,NA,NA,"R",35,43,"001T"
"4372",346,"3","Mar",17,2007,2,33,"control","DM","M",NA,NA,NA,NA,NA,"S",37,44,"380172"
"4373",346,"3","Mar",17,2007,17,61,"control","DM","M",NA,NA,NA,NA,NA,"R",36,49,"7F4A49"
"4374",346,"3","Mar",18,2007,11,65,"control","DM","M",NA,NA,NA,NA,NA,"M",35,35,"090C3E"
"4375",346,"3","Mar",18,2007,11,64,"control","DM","M",NA,NA,NA,NA,NA,"S",37,54,"5D7D44"
"4376",346,"3","Mar",18,2007,11,74,"control","DM","M",NA,NA,NA,NA,NA,"S",35,34,"042E0E"
"4377",346,"3","Mar",18,2007,9,54,"control","DM","M",NA,NA,NA,NA,NA,"S",37,48,"453F5C"
"4378",346,"3","Mar",18,2007,14,24,"control","DM","M",NA,NA,NA,NA,NA,"R",36,48,"44740E"
"4379",347,"4","Apr",14,2007,2,54,"control","DM","M",NA,NA,NA,NA,NA,"S",36,45,"380172"
"4380",347,"4","Apr",14,2007,17,64,"control","DM","M",NA,NA,NA,NA,NA,"S",35,49,"7F4A49"
"4381",347,"4","Apr",14,2007,22,32,"control","DM","M",NA,NA,NA,NA,NA,"M",35,35,"514C74"
"4382",347,"4","Apr",15,2007,11,71,"control","DM","M",NA,NA,NA,NA,NA,"S",35,41,"042E0E"
"4383",347,"4","Apr",15,2007,14,76,"control","DM","M",NA,NA,NA,NA,NA,"S",36,45,"532175"
"4384",348,"5","May",20,2007,11,64,"control","DM","M",NA,NA,NA,NA,NA,"R",34,45,"090C3E"
"4385",349,"6","Jun",16,2007,2,32,"control","DM","M",NA,NA,NA,NA,NA,"S",32,44,"380172"
"4386",349,"6","Jun",17,2007,11,65,"control","DM","M",NA,NA,NA,NA,NA,"S",34,42,"042E0E"
"4387",349,"6","Jun",17,2007,9,51,"control","DM","M",NA,NA,NA,NA,NA,"R",36,46,"453F5C"
"4388",349,"6","Jun",17,2007,14,71,"control","DM","M",NA,NA,NA,NA,NA,"S",35,51,"515A05"
"4389",350,"7","Jul",14,2007,2,26,"control","DM","M",NA,NA,NA,NA,NA,"R",38,50,"537874"
"4390",350,"7","Jul",14,2007,22,11,"control","DM","M",NA,NA,NA,NA,NA,"S",35,42,"514C74"
